19 9
18 0 1
18 8 0
0 8 3
0 0 2
13 0 2
18 1 1
18 6 1
16 0 2
4 8 0
18 5 1
12 0 2
11 8 0
18 7 1
13 8 0
18 4 1
16 8 0
15 8 0
17 0 2
1 0 2
0 1 3
10 8 0
0 2 3
8 0 2
12 8 0
0 3 3
3 8 0
14 0 2
1 8 0
11 0 2
5 0 2
18 3 1
2 8 0
10 0 2
0 5 3
0 7 3
8 8 0
7 8 0
6 0 2
9 0 2
6 8 0
17 8 0
2 0 2
0 6 3
15 0 2
7 0 2
9 8 0
3 0 2
4 0 2
14 8 0
5 8 0
18 2 1
0 4 3
1 2 1
7 1 2
16 6 2
3 7 3
2 2 3
10 1 3
3 5 0
2 7 1
1 5 0
7 7 3
15 1 2
6 5 1
1 7 3
15 4 0
13 7 1
9 1 1
6 7 1
7 5 3
14 7 3
13 1 2
16 5 0
17 4 1
17 3 3
3 4 3
2 4 1
15 5 2
1 1 0
11 6 3
13 2 2
1 6 2
10 6 1
9 7 0
16 3 1
3 6 2
13 6 2
3 3 3
9 6 0
5 3 0
1 3 3
9 2 0
8 7 2
2 3 1
4 7 1
4 6 3
11 4 3
17 1 1
13 5 0
16 1 1
10 4 1
6 1 1
15 3 1
8 2 0
7 3 0
8 3 2
5 7 3
5 4 2
5 1 1
7 4 2
8 6 0
12 6 1
9 3 2
1 4 0
17 6 0
14 5 2
15 6 1
6 3 3
14 1 0
4 4 3
13 3 3
10 2 3
14 2 2
8 1 0
17 5 2
3 1 3
17 7 2
16 7 0
5 2 0
12 3 1
14 4 0
2 1 1
12 7 2
8 4 3
16 4 1
3 2 0
11 5 0
15 7 0
16 2 2
4 1 3
11 3 1
17 2 0
10 7 2
14 3 1
5 6 2
7 6 1
12 1 3
11 1 1
4 5 3
10 3 0
12 4 2
4 2 3
5 5 0
7 2 0
8 5 0
13 4 2
6 4 2
15 2 0
9 4 3
6 2 0
2 5 3
2 6 0
11 2 1
4 3 0
14 6 2
12 2 3
6 6 0
12 5 3
11 7 0
9 5 1
10 5 3
