16 8
15 0 1
15 7 0
0 7 3
0 0 2
12 7 0
2 0 2
6 0 2
15 5 1
0 2 3
3 0 2
15 1 1
7 0 2
2 7 0
7 7 0
8 0 2
0 6 3
9 7 0
13 0 2
15 6 1
3 7 0
11 0 2
8 7 0
1 0 2
15 3 1
0 3 3
12 0 2
9 0 2
5 0 2
11 7 0
4 7 0
15 2 1
14 7 0
10 7 0
6 7 0
15 4 1
0 1 3
14 0 2
0 4 3
1 7 0
5 7 0
10 0 2
4 0 2
0 5 3
13 7 0
7 3 3
2 4 0
5 1 3
13 3 2
12 3 0
7 6 0
8 3 2
1 5 0
5 2 2
2 5 2
11 3 2
3 4 3
1 6 2
8 2 0
11 2 0
10 6 2
10 3 2
6 3 1
7 4 2
13 2 0
10 5 0
8 6 3
12 4 2
10 2 0
12 6 0
4 1 1
9 4 3
4 2 1
6 1 1
7 1 3
5 5 1
1 4 1
14 3 1
13 4 0
1 1 2
8 1 2
3 6 3
7 5 2
13 5 2
11 4 2
5 3 0
12 5 2
2 3 0
5 4 2
2 6 1
8 4 1
6 5 3
3 3 0
3 5 0
9 1 1
1 3 3
4 6 2
2 1 2
11 6 3
12 1 2
9 5 2
9 6 2
4 5 0
12 2 1
10 1 3
14 6 3
9 2 3
13 6 1
6 2 1
7 2 2
13 1 0
14 5 3
2 2 3
5 6 3
1 2 3
8 5 3
6 6 1
11 1 0
4 3 1
10 4 2
14 1 3
4 4 0
3 1 1
14 4 1
14 2 0
6 4 2
11 5 0
9 3 1
3 2 2
