18 10
0 9 3
17 0 1
0 0 2
17 9 0
17 7 1
5 9 0
1 0 2
11 9 0
1 9 0
2 0 2
2 9 0
12 0 2
11 0 2
0 1 3
4 9 0
9 9 0
8 9 0
16 9 0
0 5 3
14 0 2
17 3 1
10 9 0
16 0 2
3 0 2
3 9 0
7 0 2
6 9 0
5 0 2
0 6 3
0 8 3
12 9 0
13 0 2
15 0 2
0 4 3
17 1 1
4 0 2
13 9 0
10 0 2
7 9 0
17 2 1
17 8 1
0 2 3
17 5 1
9 0 2
14 9 0
6 0 2
15 9 0
0 7 3
0 3 3
17 6 1
8 0 2
17 4 1
16 5 0
11 8 1
9 1 1
11 7 0
9 4 3
1 2 0
6 6 2
7 3 2
10 1 3
15 2 2
7 7 0
14 4 2
6 5 0
14 6 1
7 8 2
15 6 3
15 1 0
15 3 0
7 2 0
15 7 3
14 7 1
8 4 1
8 5 0
8 6 2
9 3 2
1 3 2
11 4 2
14 3 0
15 4 2
9 2 0
16 6 2
16 7 1
12 8 3
11 3 0
3 6 2
3 2 3
2 2 0
7 4 2
6 2 0
2 6 1
5 8 0
14 8 1
3 5 0
8 7 2
3 3 2
7 5 2
6 3 2
15 8 3
3 8 0
12 2 3
6 1 3
2 3 2
9 8 0
8 8 0
5 1 1
7 1 2
10 6 1
11 2 1
12 7 3
11 6 3
6 4 0
8 1 3
11 5 3
1 1 1
5 6 1
4 1 1
13 2 3
1 4 3
10 5 1
10 4 3
9 5 2
5 7 0
2 5 0
16 8 0
11 1 3
3 1 1
10 7 2
2 1 3
10 2 0
13 4 1
5 4 1
4 5 3
8 2 2
4 8 2
13 3 0
2 4 2
10 3 2
6 8 3
14 2 1
16 1 1
3 4 2
4 7 0
15 5 1
12 6 1
16 3 2
5 2 2
12 5 2
14 5 0
4 4 3
10 8 2
13 6 3
12 4 0
16 2 0
13 1 0
5 3 3
4 6 0
5 5 0
8 3 3
13 5 2
12 1 0
4 3 1
16 4 0
1 8 0
2 8 3
9 6 0
9 7 2
1 5 3
1 7 2
1 6 0
13 7 1
13 8 1
7 6 0
4 2 1
14 1 2
3 7 2
12 3 2
2 7 2
6 7 0
