18 9
17 8 0
0 8 3
17 0 1
0 0 2
0 5 3
1 0 2
0 4 3
4 8 0
12 8 0
15 8 0
17 2 1
16 0 2
10 0 2
8 0 2
0 2 3
7 8 0
0 1 3
0 7 3
17 3 1
11 0 2
15 0 2
4 0 2
0 6 3
9 0 2
3 8 0
17 7 1
13 0 2
5 8 0
0 3 3
7 0 2
3 0 2
14 0 2
16 8 0
17 5 1
6 0 2
10 8 0
2 8 0
11 8 0
17 4 1
12 0 2
9 8 0
6 8 0
17 1 1
8 8 0
2 0 2
17 6 1
1 8 0
5 0 2
13 8 0
14 8 0
1 5 3
3 7 0
16 5 1
1 1 2
7 4 0
13 1 0
14 4 1
10 5 1
3 5 3
12 7 3
2 5 1
14 6 2
7 5 2
13 2 2
11 7 1
4 1 3
8 1 2
3 1 1
16 2 3
14 5 0
15 2 1
9 1 2
5 7 2
11 5 3
8 2 3
5 6 0
6 3 0
15 4 3
7 2 1
6 4 2
1 6 2
1 2 3
5 5 2
4 7 3
14 3 3
2 2 0
1 3 2
9 3 3
13 6 0
15 7 3
15 5 0
7 7 0
7 6 0
1 4 3
13 3 1
3 4 0
6 7 0
15 6 2
16 7 1
16 6 2
8 3 1
10 3 2
14 7 1
10 2 0
5 4 0
2 3 2
13 7 2
2 6 3
10 7 0
9 2 2
6 2 0
4 3 3
15 3 2
8 4 3
3 3 1
9 5 0
6 6 0
6 1 2
16 4 0
2 7 2
4 5 1
11 3 0
12 5 2
9 6 2
12 4 0
11 4 2
9 4 0
3 6 2
3 2 3
4 4 2
8 7 0
4 2 1
16 1 1
14 1 3
10 6 2
13 5 0
10 4 0
5 2 3
2 4 0
14 2 3
7 3 1
15 1 3
12 3 1
8 5 2
2 1 2
5 1 3
7 1 2
6 5 1
12 6 1
12 2 1
1 7 3
13 4 0
4 6 3
16 3 1
12 1 1
10 1 3
11 6 0
8 6 3
11 1 1
9 7 3
11 2 0
5 3 0
