14 11
0 10 3
13 0 1
13 10 0
0 0 2
7 10 0
1 10 0
2 0 2
5 0 2
6 0 2
1 0 2
13 3 1
0 3 3
0 5 3
9 10 0
12 0 2
3 10 0
9 0 2
13 5 1
13 2 1
8 0 2
0 1 3
4 0 2
13 9 1
13 1 1
10 0 2
2 10 0
13 4 1
0 9 3
5 10 0
3 0 2
6 10 0
11 10 0
13 7 1
8 10 0
0 4 3
12 10 0
10 10 0
7 0 2
13 6 1
0 8 3
0 2 3
13 8 1
11 0 2
0 7 3
4 10 0
0 6 3
5 9 1
4 3 3
6 3 0
7 3 2
4 4 1
9 1 3
1 9 3
2 9 0
6 4 2
11 3 2
7 2 0
8 7 0
11 4 3
5 6 2
5 4 3
11 8 0
12 4 1
3 3 1
8 1 1
6 9 3
5 5 0
2 3 0
10 4 1
11 2 0
8 8 2
11 9 2
2 4 2
5 8 0
7 9 0
9 2 2
9 8 0
3 5 1
8 2 1
2 2 1
10 8 3
11 5 1
2 7 0
10 1 3
7 5 1
10 2 1
3 2 3
8 6 1
3 9 0
8 5 3
9 6 3
2 8 2
3 7 1
12 9 0
12 5 3
4 7 3
4 5 3
7 7 1
9 3 2
9 9 2
10 9 3
2 1 0
8 4 3
2 6 0
9 4 0
9 5 2
5 7 3
7 4 1
4 9 1
2 5 1
7 1 0
1 5 2
7 6 1
1 4 0
3 4 0
10 3 1
3 8 3
11 1 3
6 2 3
1 2 2
6 7 3
5 2 1
10 6 2
5 3 3
10 5 0
10 7 0
9 7 3
1 1 0
3 1 2
6 1 0
3 6 1
4 6 3
1 6 1
1 8 3
4 8 3
12 6 1
4 2 2
4 1 0
6 6 3
5 1 1
12 3 0
12 7 2
11 6 3
12 8 3
12 2 1
7 8 2
11 7 0
6 5 1
8 3 2
6 8 2
1 7 0
1 3 1
8 9 2
12 1 3
