14 14
0 13 3
0 0 2
13 0 1
13 13 0
7 0 2
12 13 0
13 6 1
4 13 0
0 10 3
13 10 1
13 7 1
10 0 2
13 4 1
0 4 3
0 2 3
8 13 0
13 2 1
0 9 3
0 3 3
7 13 0
10 13 0
6 0 2
11 13 0
13 12 1
13 5 1
0 7 3
13 9 1
9 0 2
1 13 0
8 0 2
0 1 3
2 0 2
5 0 2
3 13 0
13 11 1
0 6 3
0 8 3
0 5 3
9 13 0
13 8 1
4 0 2
6 13 0
1 0 2
12 0 2
13 3 1
11 0 2
2 13 0
13 1 1
0 12 3
0 11 3
5 13 0
3 0 2
3 6 3
5 10 2
3 4 1
5 5 1
4 8 3
9 2 0
10 8 0
4 10 1
1 4 1
2 6 1
12 10 2
5 9 0
3 7 2
4 9 2
5 2 0
10 9 2
6 2 2
9 3 2
7 6 2
7 1 2
6 1 0
2 4 3
10 3 1
12 1 2
12 9 0
11 3 3
4 4 3
3 3 0
9 4 3
8 4 1
7 5 0
6 5 3
5 4 0
3 8 1
5 3 2
3 5 0
8 1 3
10 6 0
7 7 1
11 11 1
11 8 3
8 12 0
11 1 2
8 7 3
5 1 3
12 3 1
6 6 0
8 2 2
4 5 3
10 2 3
3 11 2
7 3 3
2 8 3
12 5 3
11 5 1
6 7 2
6 3 1
5 8 1
4 1 1
6 8 1
12 11 3
7 8 3
10 7 2
1 8 1
3 10 0
6 4 0
7 11 1
2 5 3
7 10 0
4 6 3
11 10 0
2 7 0
7 4 3
1 3 0
11 7 0
4 2 1
7 2 0
9 8 2
8 11 3
11 2 2
2 9 3
11 6 3
1 5 1
9 7 0
5 11 2
9 1 0
10 4 2
1 9 1
9 12 2
4 7 2
1 6 1
2 11 2
6 9 3
3 12 0
2 12 0
8 10 3
9 11 0
12 12 0
11 9 2
3 9 3
2 10 0
8 9 0
8 3 1
9 9 3
11 4 1
4 3 2
1 12 3
5 12 3
10 5 0
12 4 3
4 12 1
5 7 3
10 1 1
8 8 2
2 3 3
12 2 3
7 9 0
1 10 1
12 6 1
10 12 3
1 7 3
12 7 3
1 11 1
8 5 1
9 5 3
9 6 1
7 12 2
3 2 2
3 1 0
9 10 2
10 10 1
5 6 3
1 1 0
6 10 2
1 2 2
4 11 2
2 2 2
10 11 2
8 6 3
6 12 3
11 12 1
2 1 0
12 8 3
6 11 3
