15 15
0 0 2
0 14 3
14 0 1
14 14 0
5 0 2
10 14 0
0 7 3
3 14 0
14 6 1
8 14 0
4 0 2
0 2 3
14 7 1
1 0 2
0 13 3
0 5 3
0 11 3
0 8 3
13 0 2
2 0 2
1 14 0
12 0 2
9 14 0
13 14 0
14 5 1
0 4 3
2 14 0
14 12 1
7 14 0
3 0 2
14 4 1
8 0 2
5 14 0
11 0 2
14 13 1
12 14 0
6 14 0
0 1 3
9 0 2
14 11 1
14 3 1
14 10 1
6 0 2
0 12 3
0 3 3
0 6 3
14 9 1
14 8 1
14 1 1
14 2 1
7 0 2
11 14 0
0 9 3
4 14 0
10 0 2
0 10 3
3 12 1
9 4 3
6 11 2
9 1 1
2 10 1
2 4 3
9 11 3
4 5 2
13 12 1
13 7 3
5 10 0
8 6 1
1 7 2
1 6 0
2 6 2
12 7 1
1 4 1
3 10 3
8 4 1
2 5 0
6 10 0
1 11 3
1 5 3
4 6 2
4 4 0
9 9 3
5 6 0
2 13 0
5 2 3
8 9 1
1 1 3
4 12 3
8 11 1
5 7 2
9 6 3
10 1 3
4 2 1
13 9 1
5 11 2
10 7 3
10 10 1
10 8 2
11 1 0
2 1 1
13 6 3
12 1 0
7 13 3
3 1 3
5 8 3
8 7 3
10 12 1
3 3 0
11 12 3
3 6 3
13 1 0
11 10 3
12 6 1
6 13 1
11 2 2
12 13 1
5 13 3
13 2 2
7 4 1
5 1 2
10 9 0
12 12 1
10 4 3
12 2 2
13 13 3
4 13 1
9 7 1
3 11 0
7 7 1
3 4 2
4 8 1
9 8 1
2 12 0
12 4 2
1 13 1
11 7 3
4 3 0
1 8 3
10 6 1
7 12 0
8 12 2
5 3 0
2 9 0
5 4 2
9 5 2
9 10 0
3 13 2
12 10 3
2 7 3
8 5 2
11 6 3
12 3 0
3 2 2
13 11 3
11 4 1
3 7 1
8 1 0
10 13 0
10 11 1
11 11 3
2 2 1
13 4 3
5 9 2
3 9 2
6 9 0
8 2 2
6 5 0
6 6 2
12 11 1
3 8 0
9 12 2
6 2 3
4 7 3
11 3 0
8 8 2
2 8 3
1 12 0
13 10 1
6 12 2
7 2 0
11 8 3
12 5 1
13 5 3
2 11 1
3 5 1
13 3 1
7 3 2
13 8 2
7 6 1
11 13 2
1 3 0
6 4 2
5 5 1
7 9 1
9 2 2
9 13 2
9 3 3
8 3 1
2 3 0
6 3 0
6 1 1
7 11 2
7 1 3
6 7 0
7 5 0
7 10 0
6 8 2
12 9 1
10 2 0
7 8 1
11 9 1
11 5 2
10 3 2
12 8 3
8 13 2
1 10 1
4 11 0
4 10 1
1 9 2
4 9 1
10 5 0
5 12 0
4 1 1
1 2 1
8 10 1
