18 18
0 17 3
17 0 1
17 17 0
0 0 2
15 0 2
0 16 3
0 3 3
9 17 0
0 6 3
17 6 1
6 0 2
0 9 3
17 14 1
12 17 0
17 5 1
17 3 1
0 12 3
17 15 1
17 8 1
17 7 1
11 0 2
7 0 2
4 17 0
8 17 0
7 17 0
9 0 2
17 9 1
1 17 0
13 17 0
12 0 2
17 2 1
0 14 3
4 0 2
0 4 3
8 0 2
10 0 2
0 13 3
2 17 0
0 5 3
14 0 2
2 0 2
16 0 2
0 8 3
17 4 1
11 17 0
0 7 3
10 17 0
3 0 2
17 11 1
14 17 0
17 12 1
17 13 1
17 16 1
0 11 3
1 0 2
13 0 2
5 17 0
0 10 3
3 17 0
17 10 1
15 17 0
6 17 0
0 15 3
17 1 1
16 17 0
5 0 2
0 2 3
0 1 3
10 14 3
1 5 0
3 2 1
3 1 0
8 3 1
15 1 2
9 6 3
4 6 0
16 4 0
4 9 0
14 1 0
8 6 1
15 3 2
11 1 1
16 15 1
6 5 3
12 1 3
8 8 1
1 10 0
7 11 2
9 8 3
16 2 1
11 4 1
14 2 2
10 12 1
1 6 2
4 10 2
4 2 3
3 14 2
7 10 0
5 5 1
3 8 1
10 15 2
6 1 1
9 14 1
3 13 0
2 5 3
1 11 2
16 5 2
15 2 0
4 8 3
4 7 2
7 1 3
5 16 0
1 14 3
11 12 3
9 3 3
12 4 3
11 10 2
14 6 0
10 13 0
16 10 3
11 3 2
3 16 3
10 4 1
13 13 1
11 9 2
11 2 0
5 13 1
5 12 3
16 14 3
2 1 0
15 15 0
8 14 2
11 5 3
4 16 2
2 2 2
16 8 1
15 10 1
14 13 3
11 13 3
15 16 2
2 16 1
11 8 0
7 9 3
1 16 3
15 14 1
6 9 1
10 10 1
8 13 0
4 12 1
14 7 2
3 6 0
3 7 2
13 4 3
4 15 0
10 5 1
14 3 2
15 6 3
6 13 3
4 1 3
8 2 0
4 11 2
2 8 1
5 3 1
8 11 0
10 7 2
15 7 0
4 14 3
13 2 0
14 9 1
15 9 3
8 12 2
16 11 2
5 7 3
7 6 1
12 6 0
11 14 3
15 8 2
16 16 2
10 6 0
8 5 1
9 5 3
8 1 0
12 7 2
2 13 3
13 3 2
15 4 2
6 10 2
12 3 0
1 3 3
11 11 2
6 3 3
1 13 1
10 3 1
1 12 2
1 1 0
13 14 0
7 7 3
6 12 0
16 7 1
5 6 3
5 14 3
13 15 2
5 8 3
7 4 3
9 15 0
4 4 2
13 12 0
11 16 0
1 4 3
9 16 2
10 2 1
3 3 2
6 7 1
9 7 2
9 2 3
4 3 0
1 2 2
5 9 3
1 8 1
6 4 1
7 8 2
9 10 3
14 5 3
7 12 3
9 11 2
3 10 3
3 11 1
8 16 3
14 15 1
14 14 3
2 15 3
2 10 1
12 10 3
6 2 2
7 16 1
10 9 1
8 15 1
9 12 3
5 15 0
14 10 2
8 10 1
14 12 0
1 15 1
13 5 1
6 8 1
1 7 3
12 14 2
10 1 2
3 15 0
5 4 3
10 16 0
16 12 0
16 13 2
5 2 0
4 5 2
12 2 3
2 7 0
13 11 0
2 3 2
12 13 0
15 11 2
5 10 3
14 4 3
16 6 0
11 15 0
14 8 2
11 6 2
7 15 3
8 7 0
6 6 2
12 12 0
12 5 1
6 15 1
7 13 2
6 14 3
2 14 3
7 14 1
12 9 0
9 9 0
2 4 3
12 8 2
1 9 2
6 11 1
2 9 2
16 3 2
16 9 3
13 9 1
6 16 2
16 1 0
13 10 0
5 11 2
2 11 2
14 16 0
12 15 1
15 13 3
7 3 3
3 5 0
13 8 2
13 7 0
10 11 2
2 6 3
9 1 1
3 4 0
14 11 2
15 5 3
7 5 2
9 13 1
11 7 2
13 6 0
2 12 3
4 13 1
8 9 3
9 4 3
7 2 3
8 4 1
12 16 3
10 8 3
12 11 2
13 1 3
3 9 3
3 12 0
15 12 2
13 16 3
5 1 0
