20 12
19 0 1
0 0 2
19 11 0
0 11 3
10 11 0
14 0 2
19 5 1
3 0 2
1 11 0
13 0 2
6 11 0
1 0 2
2 11 0
0 7 3
11 11 0
19 10 1
17 0 2
19 4 1
9 0 2
19 1 1
15 0 2
3 11 0
5 11 0
18 11 0
11 0 2
8 11 0
6 0 2
0 10 3
19 9 1
19 7 1
2 0 2
0 1 3
13 11 0
19 3 1
0 5 3
19 6 1
8 0 2
19 8 1
15 11 0
0 8 3
4 0 2
5 0 2
17 11 0
12 11 0
0 4 3
14 11 0
9 11 0
0 9 3
19 2 1
10 0 2
16 11 0
18 0 2
16 0 2
7 0 2
0 2 3
12 0 2
7 11 0
0 6 3
0 3 3
4 11 0
13 4 1
16 7 2
11 3 3
7 7 3
6 3 0
7 8 2
4 4 3
8 10 1
7 10 1
2 1 3
1 4 1
9 1 1
4 8 0
15 9 2
12 5 1
11 6 3
3 4 1
2 4 3
11 4 2
8 7 2
10 3 1
9 4 3
16 6 0
15 10 0
15 7 1
8 4 1
18 4 3
1 1 1
6 7 1
6 4 2
13 5 3
10 6 1
18 10 1
9 10 3
14 4 3
13 3 0
17 4 1
12 4 1
10 1 3
8 6 0
15 8 0
4 9 2
6 1 1
15 3 0
9 3 0
5 8 1
2 7 0
16 9 1
14 9 2
2 8 2
1 6 1
15 4 2
4 6 0
12 7 3
11 7 1
7 6 1
4 7 2
5 3 3
9 8 3
7 1 3
10 7 0
11 5 3
12 6 2
15 6 3
5 10 1
14 6 1
14 8 0
3 7 3
8 8 1
16 3 3
2 6 3
6 10 3
6 8 3
10 8 2
16 8 0
4 3 1
17 9 3
10 5 1
5 7 0
9 7 1
6 9 3
9 2 3
18 1 0
2 5 1
2 3 2
3 6 3
7 2 3
17 5 1
2 2 0
6 2 1
14 1 1
9 6 0
1 8 1
1 10 3
8 2 1
13 6 3
1 5 0
3 5 3
18 2 2
18 5 3
12 1 0
12 2 2
15 1 3
5 9 1
7 4 1
7 3 3
16 10 0
10 10 0
13 9 1
17 1 2
15 2 0
18 8 3
8 5 1
11 8 3
1 2 1
5 6 3
2 10 2
17 8 1
5 1 1
13 10 3
16 2 3
9 9 0
14 10 2
4 1 2
4 5 2
2 9 0
12 10 1
18 9 2
12 3 1
1 9 0
16 1 3
9 5 3
14 3 0
7 9 3
15 5 0
1 3 0
8 9 0
12 8 2
14 5 3
8 3 1
18 7 1
6 5 3
5 2 1
5 5 1
14 2 2
17 2 3
3 3 0
13 7 3
17 6 1
1 7 1
4 10 1
7 5 0
16 5 3
18 6 3
11 9 2
18 3 2
13 8 1
10 4 1
5 4 2
17 7 0
3 10 3
3 1 2
10 2 0
12 9 2
13 2 0
3 2 3
17 10 0
6 6 3
3 9 2
3 8 0
8 1 0
14 7 2
16 4 2
13 1 0
4 2 3
11 1 1
10 9 3
11 2 2
11 10 1
17 3 3
