13 13
12 0 1
0 12 3
0 0 2
12 12 0
6 12 0
5 0 2
12 10 1
3 0 2
0 2 3
0 6 3
0 11 3
4 0 2
8 12 0
7 0 2
12 5 1
2 0 2
0 9 3
0 8 3
1 12 0
12 1 1
12 4 1
11 0 2
9 0 2
12 8 1
0 3 3
2 12 0
1 0 2
9 12 0
4 12 0
7 12 0
12 2 1
12 7 1
0 4 3
11 12 0
8 0 2
0 7 3
5 12 0
10 0 2
0 1 3
12 11 1
12 9 1
3 12 0
12 3 1
10 12 0
0 10 3
12 6 1
6 0 2
0 5 3
9 4 1
10 11 1
5 2 1
2 7 0
8 9 3
9 11 0
1 8 2
7 6 0
11 11 1
7 7 2
2 6 2
6 8 3
11 9 2
3 9 1
3 2 3
8 5 1
2 9 3
1 7 0
11 8 0
1 9 3
6 2 3
2 8 2
2 2 1
5 8 1
4 9 3
9 3 0
10 4 3
2 5 0
4 4 0
9 5 3
7 9 1
4 5 2
3 11 2
6 11 3
5 1 3
2 11 1
3 10 0
4 11 0
1 11 0
5 3 0
3 4 1
9 7 3
5 11 1
8 7 1
8 10 2
5 9 3
11 4 3
1 10 0
10 10 0
3 7 3
4 1 1
5 4 2
4 3 0
3 1 3
6 6 2
4 7 1
11 1 1
2 10 0
7 5 0
9 9 0
7 11 0
8 6 3
11 2 1
5 5 2
9 1 0
5 7 3
6 5 0
9 2 2
4 2 3
6 9 3
9 10 2
2 1 1
9 6 3
8 1 0
1 3 1
11 10 0
6 7 1
8 11 1
10 9 2
7 10 0
2 3 3
10 6 3
11 6 3
4 10 3
11 7 1
1 2 1
10 8 0
8 2 2
5 6 1
3 8 3
3 3 1
7 4 2
10 2 3
4 6 0
6 10 3
5 10 1
9 8 0
1 6 1
3 5 2
10 1 1
7 1 1
7 3 0
11 5 3
7 8 2
8 8 2
11 3 0
8 4 0
8 3 0
10 5 1
10 7 0
6 3 3
6 4 1
10 3 2
3 6 0
1 4 3
1 5 1
7 2 0
4 8 3
2 4 2
6 1 3
1 1 1
