19 15
0 14 3
18 14 0
18 0 1
0 0 2
14 14 0
6 0 2
2 14 0
17 14 0
16 14 0
15 0 2
12 0 2
4 14 0
1 0 2
0 5 3
18 3 1
10 14 0
4 0 2
7 14 0
0 3 3
5 14 0
2 0 2
18 9 1
12 14 0
0 2 3
18 6 1
15 14 0
3 0 2
18 2 1
8 0 2
0 7 3
0 10 3
1 14 0
18 1 1
18 8 1
18 4 1
18 10 1
11 0 2
17 0 2
0 6 3
5 0 2
9 0 2
0 4 3
14 0 2
16 0 2
10 0 2
6 14 0
18 13 1
13 14 0
0 8 3
13 0 2
8 14 0
11 14 0
18 5 1
18 7 1
9 14 0
7 0 2
18 12 1
0 9 3
0 11 3
0 1 3
3 14 0
0 12 3
18 11 1
0 13 3
5 9 0
17 2 0
2 5 1
6 1 2
13 9 0
5 1 0
3 1 0
15 11 0
8 11 0
13 8 2
8 12 2
5 10 2
8 8 0
10 7 2
7 1 1
10 6 0
1 10 0
2 4 0
1 11 2
13 7 0
14 9 3
6 9 3
3 7 0
5 2 2
15 12 2
9 1 2
8 9 2
3 2 2
5 13 3
13 10 2
7 10 0
4 13 1
4 1 3
17 5 1
3 5 3
3 8 2
7 11 2
17 3 2
14 13 0
5 8 0
8 1 3
8 7 0
5 7 3
1 4 3
5 12 3
11 3 1
10 1 3
9 7 3
5 6 1
12 7 2
16 11 3
8 2 3
16 4 2
12 3 3
17 7 1
7 9 0
5 5 2
12 6 0
4 8 0
15 10 0
16 5 1
6 6 3
9 11 3
11 9 1
4 9 2
1 8 1
12 9 3
12 8 1
9 13 0
16 3 0
2 8 3
5 4 0
4 12 1
4 7 1
7 12 1
7 2 1
2 13 3
13 11 0
9 6 2
16 13 3
10 12 2
6 13 3
10 11 0
3 11 3
11 5 3
1 13 1
15 8 0
4 10 1
13 13 3
13 12 2
14 10 1
12 13 1
1 12 2
14 1 2
17 9 2
16 1 2
9 5 0
17 8 0
14 11 3
15 13 1
1 7 3
2 7 0
1 9 0
15 9 2
7 13 1
8 13 3
10 5 1
3 9 2
2 11 1
11 10 3
17 6 2
10 10 1
11 11 2
17 13 0
3 10 0
15 1 2
7 3 0
17 11 2
8 6 1
17 10 0
9 12 1
7 4 2
10 9 1
7 6 3
1 5 2
16 10 0
13 3 3
15 3 1
16 8 1
6 12 0
9 8 3
3 13 1
9 4 1
3 12 0
6 7 0
3 4 0
2 2 0
10 2 2
9 9 3
2 3 2
6 5 2
17 12 1
1 3 0
6 4 0
11 6 3
11 2 0
16 6 1
2 6 2
10 4 3
1 6 0
4 11 3
6 8 2
12 1 2
15 4 0
4 5 3
17 1 0
9 10 0
15 7 0
11 1 1
16 2 0
6 10 0
17 4 3
11 7 1
6 11 2
14 3 3
9 3 0
15 5 2
14 12 3
13 6 0
2 10 3
14 7 2
7 7 3
12 5 3
6 3 0
4 3 3
12 4 1
7 5 1
8 5 3
9 2 3
12 11 1
12 10 3
12 12 1
7 8 2
1 1 3
15 2 1
3 3 1
14 6 0
13 4 3
16 12 2
4 4 2
8 3 2
14 8 1
4 6 2
8 4 2
15 6 2
13 5 3
11 12 3
16 9 2
2 1 1
4 2 1
11 4 1
16 7 1
13 1 1
10 3 2
10 8 1
11 13 2
11 8 3
8 10 3
3 6 3
13 2 2
1 2 1
2 9 0
14 2 2
2 12 3
5 11 3
14 4 3
5 3 2
14 5 3
6 2 0
10 13 1
12 2 1
