18 11
0 0 2
17 10 0
0 10 3
17 0 1
13 0 2
17 6 1
16 0 2
15 0 2
11 10 0
12 0 2
13 10 0
6 10 0
8 0 2
17 9 1
1 10 0
12 10 0
1 0 2
17 8 1
0 7 3
0 8 3
7 0 2
9 10 0
15 10 0
14 10 0
0 5 3
2 0 2
0 3 3
17 1 1
0 2 3
17 7 1
16 10 0
0 6 3
7 10 0
3 10 0
17 5 1
17 3 1
17 4 1
3 0 2
11 0 2
5 10 0
4 10 0
0 9 3
17 2 1
4 0 2
10 0 2
5 0 2
2 10 0
14 0 2
9 0 2
8 10 0
6 0 2
0 4 3
10 10 0
0 1 3
14 2 2
2 9 2
10 8 1
8 2 2
3 7 2
4 7 0
7 7 2
8 1 0
7 1 0
11 3 2
4 2 2
8 5 0
11 2 0
3 3 1
14 1 0
4 8 2
11 8 3
4 3 3
13 2 3
1 9 1
2 8 0
7 2 2
6 2 0
2 1 2
12 2 1
7 6 0
8 6 2
11 6 1
6 3 2
10 1 2
12 6 3
4 1 0
10 7 0
13 1 2
3 6 0
12 4 1
8 7 3
16 3 0
16 6 1
10 4 3
14 8 0
3 1 0
5 8 0
14 9 2
8 4 2
10 2 1
2 7 1
15 5 0
10 5 0
12 3 0
9 4 1
5 7 3
8 3 0
5 9 2
6 8 1
15 6 2
7 8 3
6 7 1
3 2 2
10 6 2
16 4 2
11 7 2
1 3 3
13 4 3
16 5 0
7 4 0
14 7 2
7 5 2
15 9 1
1 8 1
16 9 3
9 3 1
9 7 3
3 5 1
6 4 0
14 6 0
16 1 2
4 9 3
5 2 3
8 9 3
9 1 3
7 9 1
12 9 0
6 5 2
8 8 2
10 3 3
12 5 2
4 5 3
1 1 2
3 9 1
14 3 0
15 8 3
10 9 2
1 7 3
13 8 1
6 6 2
9 5 3
14 4 2
15 3 3
16 8 1
13 9 1
12 8 3
1 2 3
3 8 1
5 1 0
15 2 0
11 5 2
5 6 0
2 6 0
11 4 0
5 4 2
5 3 0
15 4 0
13 7 1
15 1 3
2 2 3
11 9 2
4 4 2
14 5 3
3 4 1
9 9 1
15 7 2
4 6 1
13 5 1
11 1 3
16 2 3
1 5 0
13 3 2
1 6 2
6 1 3
1 4 0
16 7 1
12 7 0
2 5 3
9 2 1
9 8 0
5 5 0
7 3 3
2 3 3
12 1 2
9 6 2
6 9 0
2 4 3
13 6 2
