15 6
0 0 2
14 0 1
14 5 0
0 5 3
5 0 2
12 0 2
2 5 0
0 1 3
2 0 2
0 2 3
14 2 1
12 5 0
6 0 2
3 5 0
14 3 1
3 0 2
13 0 2
1 5 0
11 5 0
8 5 0
0 3 3
7 5 0
13 5 0
8 0 2
14 4 1
14 1 1
7 0 2
1 0 2
0 4 3
9 0 2
4 5 0
6 5 0
11 0 2
10 0 2
10 5 0
4 0 2
9 5 0
5 5 0
5 1 2
9 2 1
12 4 1
5 2 3
13 3 1
3 3 0
13 4 3
4 2 1
4 4 0
11 1 1
12 1 3
3 4 0
1 3 1
6 3 0
3 1 2
10 2 3
6 4 2
9 1 0
2 3 3
4 1 1
9 3 1
10 3 3
8 3 3
3 2 3
12 3 0
10 1 0
7 2 3
7 3 1
10 4 2
2 1 3
5 3 2
1 1 1
2 2 1
6 1 3
6 2 1
11 3 2
8 1 2
7 1 0
4 3 3
11 2 0
13 2 0
8 4 2
5 4 3
8 2 2
13 1 2
1 4 0
11 4 2
12 2 2
2 4 0
9 4 1
1 2 0
7 4 3
