17 8
0 0 2
0 7 3
16 0 1
16 7 0
6 0 2
16 6 1
2 7 0
6 7 0
16 2 1
10 7 0
16 5 1
10 0 2
0 2 3
1 7 0
12 0 2
0 4 3
1 0 2
16 1 1
14 0 2
13 7 0
15 0 2
0 3 3
9 0 2
7 0 2
9 7 0
5 7 0
8 0 2
3 0 2
7 7 0
15 7 0
4 7 0
4 0 2
3 7 0
11 7 0
12 7 0
11 0 2
13 0 2
0 6 3
8 7 0
16 3 1
0 1 3
5 0 2
16 4 1
14 7 0
0 5 3
2 0 2
9 4 0
7 1 0
1 6 2
8 4 0
15 3 0
13 6 3
5 3 1
1 1 2
11 3 0
8 5 2
6 3 3
12 2 1
3 3 1
9 5 2
8 1 3
5 4 3
15 5 0
11 4 2
14 2 1
1 5 0
15 2 3
13 2 3
12 6 1
7 2 2
15 4 2
4 3 3
10 4 3
4 4 1
15 6 2
6 2 3
5 2 1
6 5 0
2 4 0
4 6 2
3 2 2
15 1 1
7 6 0
9 1 3
4 5 0
14 1 2
2 5 2
8 6 0
6 1 2
6 6 2
3 1 0
7 3 2
3 4 2
2 2 0
12 3 1
11 1 3
10 1 1
12 4 3
2 3 2
1 3 0
13 3 3
9 6 2
7 5 3
5 1 0
6 4 3
1 4 2
7 4 1
12 1 3
14 5 3
14 6 2
10 6 1
8 2 1
3 5 3
9 2 3
11 6 3
13 5 1
2 6 0
4 2 1
4 1 1
10 3 0
2 1 3
14 3 2
3 6 1
5 6 2
9 3 0
10 2 0
5 5 0
8 3 0
11 5 1
12 5 3
14 4 0
10 5 0
1 2 0
13 4 1
13 1 1
11 2 2
