16 10
0 9 3
15 0 1
0 0 2
15 9 0
1 9 0
15 7 1
4 0 2
5 9 0
6 9 0
12 9 0
5 0 2
0 3 3
0 1 3
3 9 0
15 2 1
11 9 0
8 0 2
7 0 2
2 0 2
15 6 1
3 0 2
15 5 1
15 3 1
0 2 3
10 9 0
0 6 3
1 0 2
15 8 1
2 9 0
0 8 3
14 0 2
15 4 1
14 9 0
6 0 2
12 0 2
0 7 3
0 5 3
15 1 1
7 9 0
13 0 2
10 0 2
4 9 0
0 4 3
9 0 2
13 9 0
8 9 0
9 9 0
11 0 2
6 5 0
12 6 1
10 7 1
2 4 2
14 2 1
8 4 3
6 4 0
2 2 3
3 3 1
11 7 3
11 2 3
4 3 3
7 5 3
4 7 3
4 4 3
6 6 2
14 1 0
10 6 0
10 2 1
13 6 3
1 4 1
7 4 1
9 7 3
3 7 1
8 7 1
2 3 0
12 5 0
1 2 1
3 4 1
13 7 0
13 8 2
6 3 2
6 2 0
5 3 1
12 3 0
8 1 0
9 5 0
3 8 2
11 8 0
12 4 2
2 1 1
8 5 2
1 3 1
3 1 1
3 2 0
8 2 2
14 8 3
4 1 3
8 8 3
1 6 3
9 6 2
7 8 1
3 5 0
12 7 1
3 6 2
13 3 2
4 5 1
1 1 1
11 6 2
5 5 3
1 8 0
2 7 2
7 2 3
9 2 0
5 2 0
11 3 2
14 7 1
8 3 2
6 7 2
9 3 2
13 2 0
2 6 0
9 4 3
11 5 0
2 8 1
13 5 0
6 8 3
5 8 1
13 1 3
10 4 1
1 5 3
4 8 2
10 5 3
9 1 3
11 4 3
12 1 1
6 1 0
9 8 3
7 1 2
7 6 2
5 6 1
8 6 2
12 8 3
14 6 3
5 4 2
4 6 3
13 4 3
12 2 1
7 3 3
10 1 0
10 3 3
7 7 1
14 4 2
14 5 3
14 3 0
1 7 0
5 7 3
11 1 0
5 1 2
4 2 3
2 5 3
10 8 2
