13 7
12 6 0
12 0 1
0 6 3
0 0 2
2 6 0
4 0 2
0 1 3
4 6 0
12 3 1
0 5 3
7 6 0
9 6 0
3 0 2
10 6 0
6 0 2
0 2 3
11 0 2
6 6 0
12 4 1
0 4 3
5 0 2
7 0 2
12 1 1
8 0 2
12 5 1
1 0 2
11 6 0
8 6 0
9 0 2
3 6 0
0 3 3
10 0 2
12 2 1
2 0 2
5 6 0
1 6 0
7 4 1
11 2 3
10 3 0
11 3 2
8 4 3
10 2 1
10 5 2
6 3 3
7 3 0
5 3 1
7 1 2
8 2 3
1 3 1
11 1 1
5 5 1
6 5 3
10 4 2
2 5 0
2 1 1
2 3 3
3 1 3
7 2 1
2 2 2
8 1 2
8 3 0
8 5 2
5 2 3
9 3 0
4 1 2
1 2 1
10 1 0
6 4 0
9 4 2
6 1 3
4 2 1
5 1 1
7 5 1
3 3 3
9 2 3
1 1 1
9 5 1
11 5 1
9 1 1
5 4 1
3 4 2
4 3 2
3 2 0
3 5 0
2 4 1
6 2 3
4 4 2
4 5 0
11 4 2
1 5 1
1 4 3
