16 14
0 0 2
15 0 1
15 13 0
0 13 3
4 0 2
5 0 2
0 5 3
15 5 1
0 12 3
0 7 3
11 13 0
15 10 1
11 0 2
15 9 1
9 13 0
0 6 3
12 13 0
0 9 3
15 6 1
14 13 0
8 13 0
15 11 1
3 0 2
12 0 2
2 13 0
10 0 2
15 3 1
15 4 1
0 3 3
10 13 0
1 13 0
0 4 3
0 1 3
1 0 2
0 2 3
8 0 2
7 0 2
14 0 2
5 13 0
0 11 3
4 13 0
6 13 0
13 13 0
15 1 1
15 7 1
2 0 2
15 8 1
9 0 2
7 13 0
15 2 1
0 8 3
15 12 1
13 0 2
0 10 3
3 13 0
6 0 2
5 8 2
9 1 1
9 4 0
13 7 3
5 10 0
6 7 1
4 8 1
14 6 3
5 5 2
5 7 0
11 2 3
9 5 2
6 12 3
2 12 1
4 1 2
13 6 1
7 1 2
7 4 2
4 9 0
4 4 3
4 10 2
13 2 2
1 6 3
11 5 0
3 6 0
5 11 2
11 6 2
14 1 0
5 1 2
12 7 1
3 4 1
13 1 0
7 3 0
7 7 3
14 2 2
5 12 1
5 4 0
3 7 2
3 12 3
10 2 1
10 1 3
11 11 0
7 2 1
7 10 0
6 11 2
12 6 1
4 2 3
10 5 3
8 10 0
13 8 2
2 5 2
7 11 2
8 11 2
10 4 3
8 5 3
6 5 0
12 12 0
3 2 1
6 10 0
11 12 2
1 9 3
8 2 3
14 8 1
6 6 2
12 9 0
12 10 2
1 1 1
2 1 3
2 4 0
12 11 3
7 5 1
4 7 0
9 3 3
9 11 3
12 4 0
11 3 2
3 11 0
1 11 3
4 5 1
12 5 2
5 9 0
2 10 1
14 7 2
8 3 1
2 6 1
11 7 2
3 9 1
3 10 3
8 1 1
10 10 1
2 2 3
4 12 0
9 2 2
13 3 0
4 3 2
6 1 3
10 9 0
11 10 3
13 4 2
13 5 3
14 3 1
7 12 0
3 8 1
1 2 1
8 12 1
14 10 0
6 8 3
5 2 2
2 11 2
11 1 1
1 5 3
12 1 3
9 12 3
14 11 2
9 9 0
8 7 2
8 6 3
9 10 2
8 9 0
14 5 0
7 6 1
12 3 0
14 9 2
10 12 3
12 2 0
3 1 3
6 9 1
2 3 2
7 9 3
10 6 2
11 4 2
5 3 1
1 8 1
9 8 3
10 3 3
6 4 0
9 7 2
10 8 3
6 3 3
8 8 1
2 9 3
9 6 0
13 10 3
2 8 3
13 9 2
3 3 1
12 8 1
1 7 0
6 2 2
11 9 1
4 6 2
1 10 0
13 11 3
13 12 0
10 11 2
10 7 3
2 7 3
1 3 3
14 4 1
4 11 3
1 12 2
14 12 0
11 8 0
3 5 2
8 4 3
1 4 3
5 6 2
7 8 2
