20 15
19 14 0
19 0 1
0 14 3
0 0 2
16 0 2
1 0 2
18 14 0
2 14 0
12 14 0
19 13 1
5 0 2
17 14 0
19 9 1
0 13 3
13 14 0
8 14 0
19 12 1
12 0 2
4 14 0
4 0 2
6 14 0
10 14 0
9 0 2
14 14 0
19 7 1
19 8 1
0 2 3
19 10 1
9 14 0
0 3 3
0 4 3
0 7 3
8 0 2
14 0 2
0 10 3
0 9 3
18 0 2
19 4 1
7 0 2
2 0 2
19 1 1
1 14 0
0 12 3
15 0 2
19 6 1
11 0 2
16 14 0
10 0 2
17 0 2
3 0 2
11 14 0
0 6 3
19 3 1
19 11 1
0 5 3
0 11 3
13 0 2
5 14 0
15 14 0
19 5 1
0 8 3
7 14 0
0 1 3
19 2 1
3 14 0
6 0 2
7 10 3
18 4 3
16 12 1
9 2 0
3 2 3
14 2 3
16 11 0
7 9 3
15 7 0
5 11 3
6 2 0
15 9 3
6 9 1
10 11 0
2 4 0
11 2 2
1 7 0
1 8 2
9 3 2
5 10 1
10 4 1
3 4 0
8 11 1
8 2 0
6 10 3
6 3 2
2 2 1
4 11 1
3 5 2
17 4 1
13 2 1
7 11 2
9 11 3
12 3 0
2 5 2
15 8 2
14 9 1
12 4 2
12 5 3
13 10 1
11 1 0
14 10 3
12 1 2
10 12 2
11 5 1
11 4 3
8 3 2
17 12 3
18 5 2
6 12 1
12 9 0
14 3 2
5 8 3
1 12 3
5 9 1
11 10 3
16 5 1
17 5 3
9 10 2
12 10 2
15 11 1
3 8 0
3 3 2
15 13 3
11 8 2
3 9 2
4 13 0
3 1 3
8 12 2
13 11 0
17 11 0
9 9 0
13 12 2
17 3 3
1 5 3
6 11 0
16 3 1
2 1 1
1 4 3
10 2 3
14 13 1
18 3 0
10 10 1
4 8 1
7 12 3
11 7 0
3 10 2
16 1 2
4 1 2
17 2 3
7 2 0
2 6 1
12 12 2
15 2 1
16 2 1
16 6 3
3 6 3
15 1 2
7 7 1
9 6 3
10 8 0
8 1 2
8 5 3
2 10 1
15 6 1
8 6 1
18 6 1
10 9 2
7 3 2
18 9 0
14 1 2
8 7 3
10 7 1
12 11 0
13 9 3
4 10 1
6 1 0
14 12 3
7 5 1
18 10 2
15 12 2
15 10 1
16 10 3
6 13 1
10 1 1
18 7 3
6 8 3
16 13 0
5 7 2
6 4 2
5 1 1
7 13 3
5 12 2
17 7 1
2 11 3
5 6 0
13 3 1
1 11 1
1 10 3
16 7 3
13 8 0
15 3 1
5 5 2
11 12 1
18 13 3
5 4 0
9 8 1
9 1 1
17 8 2
9 5 3
1 1 0
2 8 1
2 7 1
13 4 2
10 6 2
10 5 0
1 2 2
3 7 3
1 13 2
14 5 2
14 8 3
14 4 0
9 12 0
8 8 0
8 9 2
9 13 2
17 13 1
11 3 1
17 6 1
17 1 3
13 13 1
11 11 2
12 13 2
2 3 0
1 9 2
8 10 3
6 5 3
16 4 0
18 11 2
18 12 2
4 3 3
4 4 1
14 6 0
13 1 2
4 6 1
14 7 2
17 9 3
11 13 1
8 4 0
4 5 1
16 9 1
10 13 1
18 8 2
4 12 0
11 9 0
7 6 2
15 4 0
9 4 0
2 13 1
2 9 2
10 3 3
12 2 1
4 9 2
17 10 2
9 7 2
18 2 0
5 13 0
6 7 3
15 5 2
3 12 1
3 13 3
1 3 1
4 2 2
4 7 1
5 3 3
1 6 0
2 12 0
7 8 0
13 5 3
7 1 1
5 2 2
12 7 1
13 7 3
16 8 1
18 1 2
6 6 2
14 11 1
12 8 2
7 4 1
13 6 3
12 6 1
8 13 2
11 6 0
3 11 0
