18 15
0 14 3
17 14 0
17 0 1
0 0 2
17 3 1
14 14 0
17 5 1
16 14 0
0 1 3
5 0 2
5 14 0
17 1 1
17 6 1
0 3 3
0 9 3
17 2 1
3 14 0
0 10 3
9 14 0
14 0 2
10 0 2
0 8 3
9 0 2
0 7 3
17 13 1
7 0 2
0 13 3
16 0 2
0 12 3
17 12 1
12 0 2
17 11 1
1 14 0
0 4 3
0 6 3
4 14 0
0 5 3
2 0 2
6 14 0
12 14 0
0 2 3
15 0 2
17 8 1
1 0 2
8 0 2
17 9 1
11 14 0
15 14 0
4 0 2
17 10 1
3 0 2
17 4 1
10 14 0
7 14 0
2 14 0
0 11 3
17 7 1
13 14 0
13 0 2
6 0 2
11 0 2
8 14 0
1 10 0
8 12 0
3 8 3
15 4 0
8 11 1
9 12 3
10 4 1
6 6 0
2 13 2
14 13 3
6 1 0
2 10 3
13 13 1
3 13 0
2 6 1
3 9 0
6 12 2
1 11 2
3 6 3
2 3 2
3 3 0
12 11 1
7 7 0
3 4 2
6 7 2
2 12 0
7 8 2
15 11 0
10 7 1
6 11 0
15 12 2
2 2 0
12 1 0
6 2 2
2 8 1
9 11 3
3 10 2
12 2 2
15 5 2
1 12 3
1 2 3
8 13 2
11 7 3
13 11 3
11 4 3
4 8 3
14 2 0
3 11 2
10 3 2
5 4 1
16 9 0
11 10 2
4 9 2
7 3 3
15 6 3
13 9 1
16 10 2
8 5 1
1 3 0
10 2 0
1 4 2
16 4 3
11 9 0
6 3 1
4 6 1
4 5 3
9 8 3
4 10 2
15 3 0
9 7 2
14 6 1
5 6 3
6 4 3
8 8 1
13 10 3
5 1 0
12 10 1
3 5 1
14 9 3
14 3 2
9 13 0
5 2 2
9 5 3
9 6 0
4 2 2
8 10 0
3 7 0
13 6 0
7 13 3
6 13 1
2 11 3
13 7 2
5 8 3
4 1 0
9 10 3
15 1 2
12 12 2
16 3 1
7 11 1
2 1 0
16 12 1
3 2 1
5 5 0
16 8 1
2 9 1
9 4 1
2 4 2
15 2 3
13 2 0
10 9 3
1 1 2
6 9 1
6 5 0
14 1 2
7 9 3
15 9 1
9 9 1
7 1 3
10 8 3
11 11 0
11 12 2
8 2 0
13 12 0
7 6 3
8 3 2
10 1 2
14 11 1
13 3 2
4 7 3
1 13 1
16 13 3
10 10 1
11 6 1
5 12 2
12 6 3
10 13 0
2 5 0
9 3 1
5 11 0
15 13 1
16 5 1
8 1 2
14 12 2
4 13 3
16 11 1
11 8 0
4 11 2
5 3 0
7 4 1
11 5 0
8 4 3
10 5 3
11 2 2
10 12 3
5 9 0
5 10 2
4 4 1
15 7 2
10 11 3
12 9 1
16 1 3
12 5 3
11 1 0
12 7 3
1 8 3
9 1 2
10 6 1
4 12 1
5 13 2
5 7 0
12 4 1
8 9 1
8 6 1
13 8 0
6 10 0
11 13 1
15 10 1
1 7 3
7 2 3
12 13 3
13 4 3
4 3 1
3 12 2
16 7 1
6 8 0
1 5 1
8 7 3
11 3 3
14 10 1
12 3 2
7 5 3
15 8 2
13 1 1
9 2 0
1 6 3
14 7 0
14 8 2
7 10 2
3 1 1
2 7 1
16 6 0
14 4 1
7 12 1
16 2 0
14 5 3
13 5 1
12 8 3
1 9 1
