20 4
19 0 1
19 3 0
0 0 2
0 3 3
3 3 0
15 0 2
18 3 0
15 3 0
6 3 0
2 3 0
7 3 0
9 3 0
1 0 2
13 0 2
12 0 2
10 0 2
16 3 0
13 3 0
0 1 3
16 0 2
8 0 2
11 0 2
12 3 0
14 0 2
5 3 0
5 0 2
19 1 1
3 0 2
9 0 2
17 3 0
0 2 3
8 3 0
10 3 0
19 2 1
11 3 0
18 0 2
4 3 0
1 3 0
4 0 2
17 0 2
7 0 2
6 0 2
14 3 0
2 0 2
15 1 0
3 2 0
15 2 2
16 1 3
1 1 1
10 2 2
17 2 0
4 2 1
17 1 1
4 1 3
14 2 1
18 1 3
5 2 3
5 1 1
3 1 1
6 1 3
10 1 0
2 1 3
1 2 3
14 1 1
18 2 0
8 1 2
16 2 2
6 2 3
9 1 1
9 2 1
13 1 1
12 2 3
11 2 1
8 2 0
11 1 2
7 1 1
7 2 3
12 1 2
13 2 2
2 2 0
