20 6
0 5 3
19 0 1
19 5 0
0 0 2
16 0 2
0 2 3
6 5 0
12 0 2
14 0 2
19 3 1
11 0 2
15 5 0
13 0 2
3 0 2
15 0 2
11 5 0
17 0 2
14 5 0
8 5 0
2 5 0
18 0 2
16 5 0
0 4 3
0 3 3
1 5 0
6 0 2
4 5 0
10 5 0
12 5 0
19 1 1
7 5 0
9 5 0
18 5 0
3 5 0
0 1 3
10 0 2
2 0 2
1 0 2
19 4 1
5 0 2
8 0 2
4 0 2
9 0 2
5 5 0
7 0 2
13 5 0
19 2 1
17 5 0
5 2 0
6 2 2
8 1 3
11 1 0
11 2 2
3 4 0
4 4 2
11 4 3
17 2 3
12 1 3
8 2 2
7 3 1
3 2 3
10 4 1
12 3 0
1 3 3
5 1 0
2 2 1
12 4 2
7 1 1
16 2 1
8 3 3
6 1 0
4 3 0
5 3 2
17 3 1
6 3 1
16 4 1
16 1 1
15 1 2
4 1 2
18 3 3
18 2 3
1 2 1
1 1 3
13 4 3
8 4 1
9 4 3
17 4 3
9 2 3
10 2 1
17 1 3
16 3 0
10 3 3
11 3 2
10 1 2
14 4 0
1 4 0
5 4 3
14 2 0
14 3 2
12 2 2
9 3 1
3 1 0
7 2 1
3 3 0
18 1 0
9 1 3
13 1 3
13 2 1
2 1 2
4 2 0
14 1 1
2 4 0
15 2 2
15 3 2
6 4 0
18 4 1
13 3 3
15 4 2
2 3 3
7 4 1
