20 19
19 18 0
0 0 2
19 0 1
0 18 3
19 14 1
7 0 2
18 18 0
19 7 1
0 11 3
5 0 2
16 0 2
4 18 0
0 3 3
14 18 0
8 18 0
17 0 2
10 0 2
19 3 1
10 18 0
19 15 1
12 0 2
15 18 0
7 18 0
19 16 1
4 0 2
11 18 0
19 2 1
0 6 3
19 4 1
0 4 3
0 9 3
19 17 1
19 10 1
0 15 3
0 1 3
2 0 2
0 10 3
17 18 0
19 12 1
0 5 3
0 16 3
0 12 3
3 0 2
14 0 2
0 7 3
1 0 2
13 18 0
5 18 0
19 1 1
0 13 3
3 18 0
19 5 1
16 18 0
0 14 3
9 18 0
9 0 2
19 11 1
15 0 2
0 17 3
19 6 1
2 18 0
8 0 2
13 0 2
12 18 0
0 2 3
19 8 1
19 13 1
1 18 0
18 0 2
0 8 3
6 18 0
6 0 2
19 9 1
11 0 2
18 10 3
12 12 2
12 11 3
6 3 0
15 5 3
1 3 1
7 10 3
17 3 0
13 3 0
1 5 3
11 12 1
10 9 1
10 17 1
18 14 1
17 10 1
14 5 1
15 2 0
3 8 2
7 6 1
2 5 2
2 9 3
18 5 3
4 3 3
4 15 3
15 15 2
17 11 3
3 15 1
15 14 0
6 4 2
9 1 3
11 13 0
3 3 1
2 4 0
13 4 2
11 9 3
11 14 2
13 1 2
6 10 1
1 9 1
2 8 3
2 3 3
3 7 0
16 11 1
1 8 1
15 3 2
17 5 1
8 6 3
11 17 3
18 11 2
8 1 1
17 4 2
11 11 1
7 1 2
3 10 0
1 10 0
5 17 2
15 6 1
16 5 3
5 5 0
14 14 3
4 17 1
10 2 1
13 9 2
10 7 0
10 8 2
1 11 2
16 1 0
12 9 2
3 11 0
8 2 3
17 12 3
1 2 2
15 7 1
16 2 2
18 17 0
7 3 3
5 6 2
3 12 2
18 4 1
18 6 0
1 1 0
7 2 1
6 6 2
13 2 0
18 7 2
1 16 3
11 2 3
6 5 0
10 14 0
12 8 0
16 6 3
4 14 1
13 14 1
16 12 1
4 10 3
13 8 0
5 16 0
3 16 3
5 14 3
3 17 1
2 16 1
16 7 3
10 15 2
2 10 3
8 12 1
5 8 2
8 5 3
6 16 0
6 7 1
15 16 0
8 15 1
4 2 3
10 3 3
1 15 2
18 8 0
18 9 2
8 11 0
3 2 1
9 15 3
14 2 1
11 3 3
6 11 3
9 12 3
5 12 1
1 12 3
15 17 2
1 14 0
10 11 3
5 7 0
17 2 0
6 15 0
7 7 3
6 17 2
14 15 2
15 8 2
14 8 0
14 9 2
7 11 2
7 5 1
9 3 1
9 11 1
3 14 1
9 2 3
5 11 1
6 12 3
9 8 3
17 8 2
12 17 0
3 6 2
8 3 1
5 10 1
4 8 1
16 9 1
17 9 3
13 7 3
16 16 1
3 5 0
3 1 1
9 10 2
4 16 0
17 15 3
9 9 2
10 13 0
11 7 3
18 3 3
5 1 0
5 2 2
17 7 0
17 16 3
9 16 3
2 1 0
8 8 1
10 5 0
5 13 2
12 7 1
10 6 2
8 16 1
14 7 1
16 15 1
10 1 0
16 8 1
4 1 3
1 4 3
2 2 2
7 17 2
7 12 2
7 16 3
14 4 3
13 16 2
17 1 3
14 12 2
9 13 0
9 14 2
18 15 0
14 3 3
9 7 0
13 17 3
1 13 0
16 13 2
13 15 0
4 12 3
18 16 2
14 11 0
9 6 2
1 6 2
18 2 0
16 4 0
9 5 0
15 4 3
5 9 0
17 13 2
4 7 0
2 13 1
18 13 0
10 16 0
7 14 2
17 14 3
2 6 1
7 8 0
5 3 3
1 7 2
15 9 1
14 16 1
10 10 0
16 14 1
7 9 2
16 17 0
6 9 3
7 13 0
4 11 3
3 13 3
15 11 1
11 15 0
11 5 1
10 12 0
12 1 3
12 2 1
11 8 3
11 16 2
8 14 0
12 15 3
8 7 3
11 4 0
9 17 0
12 14 1
18 1 0
12 5 3
7 4 2
11 1 1
15 12 2
13 5 2
18 12 0
4 9 1
8 10 1
6 8 3
8 9 0
14 6 2
3 9 0
2 17 2
6 2 1
14 17 3
12 16 1
16 3 2
8 13 1
12 10 3
13 11 2
11 10 1
14 1 2
13 10 0
4 6 1
4 5 3
2 12 0
10 4 2
13 12 1
17 17 1
17 6 1
4 13 3
2 11 0
7 15 0
1 17 3
6 14 2
4 4 2
15 1 2
2 15 1
5 15 3
9 4 1
13 6 1
6 13 0
2 14 1
3 4 0
8 4 0
6 1 3
12 4 0
2 7 2
8 17 2
11 6 3
15 10 2
5 4 1
14 10 1
12 3 0
12 13 3
12 6 3
16 10 3
13 13 2
15 13 3
14 13 1
