13 10
12 0 1
0 9 3
0 0 2
12 9 0
1 9 0
7 0 2
12 1 1
8 9 0
0 6 3
0 2 3
0 5 3
1 0 2
12 6 1
12 2 1
9 0 2
3 9 0
10 9 0
0 1 3
12 3 1
0 3 3
8 0 2
10 0 2
2 0 2
2 9 0
12 8 1
12 5 1
5 0 2
12 4 1
0 7 3
11 9 0
0 8 3
4 9 0
6 0 2
5 9 0
12 7 1
3 0 2
9 9 0
4 0 2
11 0 2
7 9 0
0 4 3
6 9 0
11 7 2
7 6 3
7 2 1
5 8 3
8 2 3
11 6 2
10 6 3
7 7 2
10 7 1
2 1 2
5 4 2
3 3 0
4 8 1
8 7 1
11 5 0
9 7 3
7 1 2
6 1 2
3 4 2
11 1 3
5 3 0
9 6 1
1 8 0
10 1 1
6 6 1
4 5 2
4 3 0
9 5 2
9 2 3
11 8 2
8 5 1
4 4 0
10 8 3
10 2 2
8 8 3
3 7 0
3 8 2
10 4 0
3 5 1
3 1 3
9 8 1
7 8 1
7 5 1
11 2 1
10 5 2
9 4 0
8 3 2
9 1 0
6 4 3
6 7 2
8 6 3
7 3 1
1 3 0
3 6 3
8 4 2
2 6 1
9 3 2
6 3 2
6 2 0
1 4 2
4 6 2
4 1 0
2 8 0
2 4 3
11 3 2
1 1 1
8 1 0
1 7 2
1 6 0
4 2 2
1 5 0
4 7 3
2 3 1
6 5 2
2 5 3
5 5 3
5 6 1
5 7 3
2 2 0
5 2 3
7 4 3
1 2 3
11 4 0
5 1 3
10 3 2
3 2 3
6 8 3
2 7 1
