16 16
15 0 1
0 15 3
15 15 0
0 0 2
12 15 0
0 5 3
8 15 0
10 15 0
15 10 1
15 8 1
0 13 3
15 5 1
15 12 1
15 4 1
1 15 0
2 0 2
15 3 1
15 11 1
0 11 3
8 0 2
11 15 0
6 15 0
2 15 0
15 7 1
3 0 2
12 0 2
0 12 3
7 15 0
0 3 3
4 15 0
0 7 3
14 0 2
15 9 1
0 2 3
0 14 3
15 6 1
15 2 1
13 15 0
0 1 3
1 0 2
5 15 0
15 14 1
0 10 3
6 0 2
4 0 2
3 15 0
0 8 3
7 0 2
10 0 2
13 0 2
0 4 3
14 15 0
9 15 0
5 0 2
0 9 3
15 1 1
15 13 1
0 6 3
11 0 2
9 0 2
1 9 0
1 3 2
3 4 2
1 11 0
3 3 0
9 10 2
13 7 2
1 10 2
7 11 0
9 6 1
12 13 1
4 6 3
7 3 3
5 6 0
13 13 3
14 11 2
6 10 3
5 1 3
4 11 0
13 6 0
14 10 0
8 1 1
4 1 1
12 8 1
7 14 0
5 4 1
1 14 2
2 8 2
13 12 1
1 2 0
5 10 1
4 12 2
9 1 3
6 4 3
3 6 1
14 12 3
5 7 2
6 12 0
1 13 0
7 12 2
2 7 0
6 7 1
9 9 0
7 7 3
13 8 3
6 13 2
1 12 2
10 6 3
6 3 1
8 2 3
5 8 0
11 13 2
11 7 0
4 3 2
6 8 2
10 10 3
11 12 0
2 9 3
14 5 2
8 5 2
8 4 0
2 1 2
7 2 1
9 3 2
13 4 0
8 3 2
5 12 3
9 2 0
10 2 2
10 1 0
14 6 2
13 5 2
5 9 2
13 9 3
7 13 3
3 11 1
10 5 2
4 2 0
10 4 0
1 5 0
2 10 3
1 6 2
11 8 2
10 8 0
10 9 2
14 4 0
1 1 2
12 9 1
4 14 0
2 4 1
2 3 3
11 9 2
10 13 1
2 12 0
5 2 1
12 7 3
1 4 1
9 11 2
11 14 2
14 3 1
10 11 0
10 12 2
12 14 2
11 2 3
2 14 3
13 1 2
14 13 3
2 11 3
2 13 2
11 5 3
6 2 3
5 14 3
7 10 0
8 8 0
12 12 3
11 1 0
10 3 3
13 10 1
8 6 2
6 1 0
3 10 2
8 9 2
8 10 1
14 14 1
3 9 0
7 1 1
9 8 1
9 4 2
8 14 1
9 14 3
9 5 2
11 10 0
7 5 1
11 11 2
7 9 0
8 11 3
8 13 2
3 14 3
3 12 3
3 1 1
10 7 1
1 7 3
8 12 0
12 11 0
6 11 1
12 2 0
14 8 0
12 1 3
10 14 0
13 11 3
14 7 2
5 13 2
3 5 1
4 10 3
12 3 2
3 13 3
14 9 2
4 5 3
7 4 1
5 11 2
4 7 2
6 14 1
5 3 3
4 8 3
6 9 0
11 4 0
14 1 2
4 13 3
9 13 3
3 8 1
14 2 2
12 6 1
6 6 3
9 12 2
12 5 1
12 10 2
7 8 3
7 6 2
13 14 2
11 6 1
3 7 1
13 3 0
8 7 0
4 9 1
2 6 2
9 7 1
1 8 0
12 4 0
2 5 0
13 2 3
5 5 2
4 4 1
3 2 2
11 3 3
2 2 3
6 5 2
