20 8
19 7 0
0 7 3
19 0 1
0 0 2
17 7 0
4 0 2
8 7 0
8 0 2
2 0 2
0 1 3
18 7 0
19 1 1
4 7 0
10 7 0
16 7 0
3 0 2
15 7 0
6 7 0
11 7 0
19 3 1
19 2 1
6 0 2
18 0 2
5 7 0
17 0 2
0 6 3
1 0 2
19 4 1
7 7 0
0 2 3
14 7 0
3 7 0
1 7 0
16 0 2
5 0 2
10 0 2
13 7 0
0 3 3
12 0 2
7 0 2
14 0 2
19 5 1
15 0 2
0 5 3
2 7 0
13 0 2
9 7 0
19 6 1
12 7 0
0 4 3
11 0 2
9 0 2
12 5 0
14 3 0
15 6 3
1 1 1
10 4 2
11 5 3
16 6 0
2 6 0
16 1 3
6 3 0
18 5 3
12 3 3
1 3 0
14 6 1
14 5 3
1 4 0
14 4 2
13 5 1
6 4 2
17 6 0
17 1 2
2 1 3
17 5 1
10 3 0
12 6 2
4 1 0
15 1 1
11 3 1
4 2 2
1 5 2
10 5 1
8 2 2
8 1 0
16 3 1
11 1 0
16 2 0
11 2 2
6 6 3
6 5 2
16 4 1
3 3 2
2 3 2
2 2 0
14 2 0
5 4 0
7 2 1
5 5 2
17 3 3
5 6 1
17 4 3
9 1 3
12 4 0
12 1 3
8 3 2
3 2 0
1 6 3
3 1 2
10 2 1
13 3 3
15 4 1
9 2 0
18 4 1
15 3 3
5 3 0
7 6 1
8 6 3
14 1 0
2 5 1
3 5 1
15 2 2
9 4 1
9 3 2
5 1 2
13 1 2
4 5 3
17 2 3
7 5 3
5 2 2
8 4 1
18 3 0
4 4 1
11 6 2
15 5 0
10 1 0
13 4 2
3 6 3
18 2 2
18 1 0
9 5 2
6 1 1
7 4 0
7 1 3
3 4 2
7 3 3
11 4 1
1 2 0
4 6 1
13 2 3
13 6 0
4 3 3
18 6 2
12 2 1
9 6 1
8 5 2
10 6 3
2 4 0
6 2 3
16 5 3
