15 13
0 0 2
14 0 1
14 12 0
0 12 3
0 6 3
14 5 1
4 0 2
0 7 3
4 12 0
11 12 0
14 7 1
12 12 0
3 12 0
9 12 0
14 9 1
0 8 3
0 5 3
1 12 0
7 12 0
1 0 2
14 4 1
0 3 3
0 9 3
2 12 0
0 10 3
10 12 0
13 12 0
6 12 0
0 2 3
3 0 2
14 10 1
14 3 1
9 0 2
0 4 3
12 0 2
14 11 1
5 0 2
14 1 1
0 11 3
14 2 1
14 8 1
11 0 2
5 12 0
8 0 2
6 0 2
7 0 2
0 1 3
8 12 0
10 0 2
14 6 1
13 0 2
2 0 2
10 9 0
12 1 1
10 10 2
1 4 2
11 7 0
13 9 0
1 11 1
1 10 3
5 2 1
11 6 2
5 1 3
11 8 2
12 5 0
4 1 1
11 9 3
8 7 0
6 4 3
13 1 3
13 2 3
12 2 1
8 5 0
8 6 2
13 10 2
9 6 1
8 8 2
12 6 2
9 10 1
6 2 3
2 11 3
1 3 0
5 7 0
11 5 0
5 8 2
5 4 1
10 6 3
12 8 0
10 3 3
9 9 2
3 7 0
12 10 2
2 8 3
2 2 0
13 5 0
9 3 1
5 9 3
12 7 3
10 4 2
4 3 0
12 9 2
3 4 2
3 8 2
13 8 3
4 10 3
4 4 2
8 11 3
4 9 1
1 8 1
7 11 1
6 8 2
3 3 0
2 3 2
13 6 2
9 8 0
8 1 2
10 5 1
3 10 1
6 7 0
7 4 1
8 4 2
11 4 3
8 9 1
11 10 1
7 2 2
6 5 0
13 11 1
8 10 1
2 6 1
6 1 2
8 3 0
2 7 0
6 6 2
12 3 3
11 3 1
3 6 3
7 3 0
4 7 3
7 1 0
10 11 0
4 6 1
9 7 2
11 2 2
2 4 0
2 5 2
2 9 2
9 1 3
11 1 0
11 11 3
13 3 3
10 8 1
1 9 2
1 6 3
6 3 1
1 5 3
5 6 3
4 5 0
3 2 3
2 10 1
7 5 0
7 6 2
7 10 1
5 10 2
9 11 1
1 2 2
3 1 1
9 4 1
10 2 1
1 1 0
9 2 0
6 10 1
3 11 1
9 5 3
4 8 3
4 11 3
10 1 1
3 5 2
4 2 1
5 3 3
1 7 3
7 7 0
7 9 1
12 11 1
7 8 2
6 11 0
10 7 3
5 5 0
2 1 0
5 11 2
13 4 1
3 9 1
6 9 0
13 7 2
8 2 2
12 4 1
