17 14
16 13 0
0 13 3
0 0 2
16 0 1
11 0 2
16 4 1
16 11 1
0 1 3
13 0 2
16 8 1
0 9 3
12 0 2
6 0 2
13 13 0
9 13 0
7 0 2
8 13 0
16 3 1
12 13 0
10 0 2
9 0 2
14 0 2
1 13 0
16 7 1
14 13 0
0 2 3
0 11 3
8 0 2
16 5 1
0 6 3
0 8 3
0 7 3
3 0 2
2 13 0
16 10 1
15 13 0
3 13 0
16 2 1
0 4 3
5 13 0
10 13 0
16 6 1
4 13 0
4 0 2
5 0 2
1 0 2
0 3 3
2 0 2
7 13 0
16 1 1
11 13 0
0 10 3
0 5 3
0 12 3
16 9 1
6 13 0
15 0 2
16 12 1
9 9 2
5 12 3
12 3 2
14 7 1
11 1 1
7 6 3
14 12 1
12 10 0
6 7 3
12 4 1
12 1 3
8 6 0
8 12 0
15 7 3
11 7 0
2 4 1
4 5 3
12 2 0
14 10 3
9 8 0
4 12 1
13 4 3
3 5 1
3 4 3
12 11 2
15 12 3
8 9 3
7 2 1
8 1 2
8 2 3
14 6 0
7 9 1
5 7 1
15 5 3
15 1 1
11 3 1
13 10 1
11 8 2
6 6 1
8 7 2
14 5 1
15 3 0
6 2 2
15 4 1
13 12 2
5 2 1
7 10 1
6 8 3
5 4 3
6 1 0
4 8 0
7 7 2
5 8 1
8 11 0
4 9 2
13 11 0
12 6 1
12 5 3
11 5 1
10 5 1
6 5 1
9 3 0
15 11 1
4 4 1
9 4 2
11 12 0
10 2 1
15 2 0
9 1 0
11 2 3
8 10 3
11 6 0
13 6 3
7 5 3
9 2 2
14 11 0
10 12 0
1 4 1
1 2 0
5 9 3
1 6 3
12 12 0
14 9 3
1 5 1
3 8 0
13 9 1
3 12 1
1 10 3
9 7 3
1 3 0
1 1 1
3 9 2
2 1 3
3 3 2
10 9 3
10 6 2
5 3 0
3 2 0
11 4 2
2 5 3
1 7 1
3 6 0
2 8 3
2 2 3
3 10 2
5 10 2
3 7 0
1 8 3
9 10 2
1 9 1
6 11 2
11 9 1
13 2 0
12 9 3
2 9 3
6 12 1
13 3 2
11 11 3
7 4 0
8 8 3
2 7 3
6 3 2
6 10 0
10 1 2
10 11 1
7 8 1
7 12 3
12 7 1
4 10 0
4 11 2
10 3 1
9 5 1
14 2 2
14 1 2
4 6 3
5 5 3
7 11 0
15 6 1
13 7 3
10 10 3
3 1 2
5 1 0
14 4 3
9 6 2
15 8 3
14 8 1
2 12 2
2 11 0
2 3 2
7 1 3
4 3 1
2 6 0
6 9 2
8 4 2
8 3 0
10 8 0
13 1 2
1 12 2
5 11 3
7 3 3
4 1 2
2 10 1
1 11 0
5 6 3
9 12 3
3 11 1
10 7 3
15 10 3
15 9 2
4 7 3
9 11 3
11 10 3
12 8 1
13 8 3
6 4 3
10 4 0
4 2 2
13 5 2
14 3 3
8 5 2
