18 17
0 0 2
17 16 0
0 16 3
17 0 1
0 9 3
0 4 3
0 8 3
10 0 2
17 15 1
13 0 2
2 0 2
14 16 0
0 1 3
17 9 1
11 0 2
3 16 0
15 0 2
6 16 0
0 10 3
9 16 0
7 16 0
0 2 3
0 7 3
17 5 1
17 8 1
17 13 1
14 0 2
0 15 3
17 1 1
17 4 1
3 0 2
16 0 2
8 0 2
4 16 0
17 14 1
0 14 3
17 7 1
5 16 0
17 6 1
7 0 2
6 0 2
15 16 0
1 0 2
17 2 1
17 11 1
17 10 1
13 16 0
1 16 0
4 0 2
0 5 3
0 11 3
12 0 2
8 16 0
5 0 2
17 3 1
17 12 1
0 12 3
11 16 0
0 6 3
12 16 0
9 0 2
0 3 3
2 16 0
0 13 3
10 16 0
16 16 0
9 3 2
10 13 1
12 3 3
11 3 0
9 2 0
11 13 3
1 10 1
10 12 0
11 1 3
11 6 1
1 9 3
9 6 3
14 12 1
1 11 0
5 11 2
8 6 1
5 10 0
1 12 2
10 10 3
2 10 3
2 14 1
6 15 0
3 14 3
7 1 0
10 1 1
10 9 3
3 2 2
3 1 0
11 4 2
7 2 2
12 7 3
9 10 1
9 12 0
8 3 1
9 9 1
12 4 0
14 9 0
14 10 2
13 12 1
15 12 3
12 5 2
7 8 1
9 13 2
11 7 1
12 6 3
8 8 3
12 2 3
5 4 1
10 2 3
3 11 0
9 4 2
5 5 3
5 12 1
11 2 1
9 5 1
6 8 0
6 10 0
11 11 2
14 13 3
3 12 2
6 4 3
6 12 3
6 9 2
4 13 0
4 14 2
5 14 2
4 5 1
7 11 1
5 13 0
6 11 2
16 3 1
15 15 0
10 3 2
5 3 0
8 11 3
10 5 3
13 13 1
2 7 3
11 10 0
7 12 3
4 11 3
1 7 1
7 4 3
16 4 1
4 10 1
9 15 3
3 4 0
4 8 0
6 14 2
12 9 0
1 4 2
8 5 3
7 15 2
10 11 0
13 2 1
11 14 2
16 2 1
4 3 1
8 15 1
8 13 2
9 1 1
1 3 0
1 1 2
6 13 0
1 5 1
6 7 0
4 9 2
13 14 2
12 10 2
14 3 3
16 12 1
2 5 3
7 14 0
8 10 0
13 3 1
7 5 1
8 12 0
14 2 3
3 5 2
7 6 0
16 1 2
9 14 3
16 9 2
3 3 3
5 8 3
13 6 0
15 14 2
5 6 2
15 13 0
11 8 3
4 4 3
9 11 0
10 8 1
4 12 3
7 7 2
9 7 2
16 8 0
8 14 1
11 5 0
16 11 1
2 3 1
13 7 2
11 12 3
12 1 3
8 4 1
8 1 1
16 7 2
15 7 1
15 4 0
13 9 2
10 6 0
2 11 3
14 8 2
3 7 2
13 8 0
14 11 0
14 7 0
7 13 0
12 8 3
11 9 1
1 14 0
15 5 2
8 7 0
15 6 0
9 8 2
10 7 2
16 6 0
1 15 2
3 6 0
15 1 1
3 8 3
1 8 2
4 7 2
15 3 2
1 13 0
6 2 0
1 6 2
5 9 0
2 13 0
4 6 0
2 1 1
7 10 3
6 3 2
3 9 2
2 15 2
5 15 2
4 15 0
15 2 2
2 8 1
2 2 3
15 9 1
1 2 1
12 14 2
15 11 0
5 2 2
2 6 0
14 5 2
13 11 2
2 12 2
14 4 0
6 6 1
16 10 1
3 15 2
4 2 1
13 10 0
13 15 2
16 14 1
13 1 0
12 13 0
5 1 0
10 14 1
11 15 0
14 14 2
14 15 3
3 10 2
6 5 3
16 15 1
8 9 0
2 4 3
14 6 3
15 10 2
15 8 3
10 15 1
13 4 2
4 1 3
10 4 1
12 11 1
13 5 1
2 9 2
16 5 3
12 15 0
16 13 3
3 13 3
6 1 0
7 3 2
8 2 0
5 7 2
12 12 0
14 1 0
7 9 3
