19 18
18 17 0
0 0 2
0 17 3
18 0 1
18 13 1
16 0 2
18 3 1
11 17 0
4 0 2
8 17 0
18 5 1
0 9 3
0 8 3
0 15 3
18 8 1
10 17 0
4 17 0
2 0 2
12 17 0
9 0 2
13 17 0
2 17 0
0 1 3
18 14 1
0 5 3
17 17 0
18 1 1
18 4 1
18 7 1
18 11 1
16 17 0
18 15 1
15 0 2
17 0 2
18 10 1
8 0 2
0 10 3
0 6 3
18 9 1
0 7 3
5 17 0
7 17 0
0 16 3
14 0 2
1 0 2
0 12 3
6 0 2
11 0 2
1 17 0
18 16 1
14 17 0
0 11 3
5 0 2
3 17 0
0 3 3
6 17 0
0 13 3
13 0 2
9 17 0
0 4 3
15 17 0
0 2 3
7 0 2
18 12 1
3 0 2
18 6 1
10 0 2
18 2 1
12 0 2
0 14 3
11 3 0
4 8 1
7 3 3
15 1 3
2 1 2
15 2 2
11 12 0
9 13 0
14 2 0
13 4 3
16 13 2
16 16 0
17 11 2
10 4 2
4 16 0
5 4 3
7 9 2
7 4 2
4 7 0
11 4 2
4 4 1
6 3 1
5 8 3
17 10 0
1 1 2
16 12 0
9 14 2
17 6 0
11 5 1
9 6 0
17 13 1
17 7 2
10 3 0
12 5 3
3 13 3
2 13 1
9 7 2
3 11 3
2 10 3
12 3 3
2 11 1
1 10 1
11 13 2
12 4 1
7 8 0
14 1 1
16 1 2
14 3 2
9 15 1
9 8 3
10 15 3
3 14 3
1 7 0
2 6 1
7 7 3
11 11 3
12 2 1
3 15 2
16 11 0
3 10 0
6 16 2
6 15 0
11 10 2
9 9 2
5 2 2
15 4 1
6 7 1
15 15 1
15 14 3
14 14 1
9 12 2
3 6 3
5 1 0
13 14 2
17 2 2
10 1 1
17 14 2
13 13 0
11 1 3
1 8 2
8 8 1
16 15 3
17 1 0
11 9 0
10 16 2
2 14 1
13 2 3
17 3 1
6 12 0
10 11 1
6 13 2
16 4 3
3 16 2
9 11 0
2 7 1
3 7 3
16 8 1
1 4 2
1 5 0
14 12 0
12 1 3
4 1 1
12 8 0
14 15 1
1 3 0
3 8 0
12 16 0
1 12 3
17 8 3
12 14 0
6 1 2
1 6 2
1 14 1
2 5 0
14 5 0
12 6 1
15 3 2
14 13 2
3 9 2
12 9 2
6 14 2
8 5 0
12 15 2
11 16 0
14 6 2
13 6 3
13 1 2
17 15 1
8 6 2
7 6 0
15 12 1
14 8 1
10 7 0
10 13 3
4 10 1
5 16 2
15 11 0
8 13 1
11 14 0
13 8 0
8 15 0
16 2 2
8 9 0
10 12 2
8 10 2
12 12 3
15 6 2
8 1 1
5 10 3
8 14 3
2 9 2
17 12 2
8 16 2
15 5 0
15 8 3
5 15 0
12 10 3
2 8 0
7 14 1
10 8 2
11 15 2
9 1 3
8 4 0
9 16 0
13 9 2
4 11 3
6 4 2
10 5 0
7 12 0
11 6 1
6 9 0
5 3 0
15 10 0
14 7 0
5 9 0
6 10 2
2 4 1
11 7 3
7 13 2
10 6 2
17 16 3
16 7 0
14 4 3
11 2 0
3 4 3
13 5 2
10 14 2
15 13 1
5 7 0
7 11 2
8 12 3
5 6 3
5 5 1
16 9 0
2 15 1
4 9 0
4 6 1
13 10 3
17 5 0
16 10 2
13 3 3
7 10 0
6 11 1
9 4 1
17 4 2
4 13 0
8 7 3
4 14 2
15 16 0
9 5 1
13 7 1
6 5 3
6 6 1
1 16 0
13 12 3
16 14 2
15 7 2
4 15 3
9 10 1
2 16 3
7 5 1
12 11 3
5 11 3
7 15 3
1 2 3
12 7 0
2 12 3
7 1 2
1 15 1
10 10 3
16 3 1
4 12 1
5 12 3
14 10 2
4 3 0
1 11 1
2 2 3
5 14 2
4 5 1
13 11 3
13 15 3
14 9 0
16 5 1
5 13 0
6 8 0
17 9 3
1 13 1
8 11 0
10 2 2
14 16 2
7 2 3
6 2 1
2 3 1
4 2 3
11 8 3
12 13 0
3 2 1
9 3 1
3 12 0
13 16 0
3 1 2
3 3 3
15 9 0
1 9 3
14 11 1
8 3 3
8 2 3
16 6 1
7 16 3
9 2 3
10 9 1
3 5 3
