20 11
19 0 1
0 0 2
0 10 3
19 10 0
10 0 2
11 10 0
13 0 2
19 7 1
11 0 2
17 10 0
3 10 0
3 0 2
5 0 2
4 10 0
15 10 0
19 1 1
7 10 0
5 10 0
6 10 0
0 7 3
19 8 1
14 10 0
0 3 3
0 8 3
19 5 1
14 0 2
0 1 3
17 0 2
19 9 1
2 0 2
19 2 1
1 0 2
10 10 0
19 6 1
13 10 0
16 0 2
8 0 2
18 0 2
0 2 3
0 9 3
12 0 2
9 0 2
0 6 3
4 0 2
7 0 2
0 5 3
19 4 1
0 4 3
19 3 1
12 10 0
2 10 0
6 0 2
1 10 0
18 10 0
15 0 2
9 10 0
16 10 0
8 10 0
9 7 1
10 1 2
11 9 2
3 9 1
16 3 2
4 5 2
10 7 3
10 2 2
10 5 2
7 8 1
7 7 3
5 7 3
6 5 1
8 8 3
6 6 3
14 1 2
6 7 1
16 2 0
13 4 2
10 4 0
7 5 3
5 6 1
3 4 3
18 3 1
13 3 0
5 5 2
9 6 0
4 9 3
11 8 0
4 7 1
5 2 0
2 4 1
2 2 2
5 4 0
4 4 0
2 1 0
5 3 2
16 8 0
16 9 2
9 2 3
7 6 3
6 8 1
18 1 0
1 2 3
1 5 1
15 7 2
13 2 3
7 4 0
15 4 0
10 8 3
10 3 1
15 6 0
2 5 3
9 1 1
8 2 1
18 2 2
15 5 2
1 1 1
16 5 2
16 4 0
12 2 1
15 9 1
17 8 3
8 6 1
4 3 3
3 3 1
11 3 3
9 8 1
11 6 1
3 5 0
1 8 0
17 5 2
12 7 0
6 2 0
1 9 2
13 7 2
12 6 3
10 9 1
9 3 2
15 3 1
16 7 3
17 4 0
13 6 0
3 8 0
6 3 2
11 5 0
3 6 2
13 1 2
12 8 2
11 4 0
11 2 0
2 8 3
14 7 0
9 5 0
18 7 1
12 9 1
6 1 1
3 7 1
7 1 3
2 3 1
1 4 0
18 5 3
14 8 2
15 2 2
3 1 0
5 9 3
3 2 2
13 9 3
2 7 0
11 7 3
6 4 2
1 3 2
7 3 3
4 8 0
15 1 0
14 9 1
16 1 0
17 6 0
7 2 3
8 4 3
8 5 1
17 9 0
8 1 3
17 7 2
5 1 0
8 3 2
11 1 2
8 7 1
7 9 0
17 1 2
18 9 1
9 4 1
2 9 0
18 6 0
14 2 2
5 8 2
8 9 3
4 6 1
16 6 3
10 6 2
12 1 2
18 4 3
14 6 3
12 3 3
1 7 1
18 8 0
15 8 3
2 6 2
12 4 1
13 8 1
4 1 3
17 2 1
14 5 1
13 5 2
14 3 1
12 5 3
14 4 2
9 9 3
6 9 0
1 6 3
4 2 2
17 3 1
