19 13
0 12 3
18 12 0
18 0 1
0 0 2
7 12 0
0 10 3
10 12 0
18 3 1
11 0 2
18 2 1
8 12 0
5 12 0
10 0 2
17 0 2
12 12 0
18 11 1
0 1 3
4 12 0
0 11 3
14 0 2
18 9 1
13 12 0
0 7 3
9 12 0
4 0 2
5 0 2
0 3 3
17 12 0
0 2 3
18 4 1
18 7 1
15 12 0
18 10 1
0 6 3
18 1 1
13 0 2
6 12 0
3 12 0
0 5 3
12 0 2
16 12 0
3 0 2
6 0 2
18 5 1
11 12 0
2 12 0
1 12 0
9 0 2
7 0 2
0 4 3
0 9 3
8 0 2
0 8 3
18 6 1
15 0 2
16 0 2
2 0 2
14 12 0
18 8 1
1 0 2
9 7 2
16 1 0
1 2 0
8 3 2
13 9 0
6 8 0
7 3 0
1 3 2
8 10 2
14 11 2
6 10 0
13 10 0
9 6 0
17 1 3
6 2 2
12 1 1
6 1 0
7 11 0
16 2 2
11 7 3
2 2 3
6 11 2
13 1 3
5 10 2
7 4 2
6 4 0
13 11 2
2 7 1
14 2 0
12 5 2
12 4 0
10 7 1
14 3 2
1 10 3
8 7 1
14 10 0
8 2 0
3 7 3
6 5 2
8 9 0
5 9 0
6 9 2
12 3 1
12 8 2
2 8 3
10 9 1
11 2 0
7 8 3
14 5 1
3 6 1
14 9 3
12 7 0
10 5 3
4 2 3
11 8 1
17 11 1
1 5 3
7 5 2
11 3 2
12 2 0
13 3 3
2 9 2
9 5 1
11 9 3
3 11 0
15 3 3
13 5 1
10 11 0
3 2 1
3 3 0
15 5 3
5 8 1
4 6 3
1 8 1
3 4 2
7 9 2
11 1 2
9 1 3
9 10 0
8 1 1
5 7 1
7 10 1
7 1 2
17 3 1
9 11 2
15 8 3
15 9 1
1 9 0
8 8 2
6 7 3
10 8 0
1 1 3
6 3 0
14 7 2
14 6 0
16 9 3
9 2 2
14 8 1
10 1 1
1 4 3
10 4 2
7 7 0
5 6 2
14 4 0
16 8 3
4 4 2
14 1 3
16 11 3
10 10 3
15 7 3
2 1 3
10 3 0
3 9 3
4 8 1
4 9 1
2 11 3
1 11 1
13 7 0
16 5 0
5 5 0
4 3 0
16 6 2
13 6 1
15 11 1
13 8 2
16 4 0
17 4 2
17 6 0
12 6 3
3 5 0
8 4 3
11 4 0
17 7 2
11 5 2
11 6 1
2 5 2
10 6 3
9 4 1
7 2 3
7 6 0
13 2 0
4 11 0
12 10 1
2 4 0
17 2 2
17 9 3
4 1 0
15 4 3
4 7 3
17 8 2
15 2 2
17 5 0
5 2 1
15 1 0
8 11 3
12 11 2
16 3 3
1 7 1
17 10 2
6 6 2
9 3 1
5 11 1
2 3 2
1 6 0
9 9 1
5 4 0
5 1 1
3 10 1
4 5 1
4 10 1
11 11 2
11 10 0
2 6 1
16 10 1
15 6 0
9 8 1
8 5 0
15 10 1
8 6 2
12 9 3
3 1 2
2 10 1
16 7 2
3 8 0
13 4 2
5 3 0
10 2 2
