16 7
15 6 0
0 6 3
0 0 2
15 0 1
8 0 2
10 0 2
0 5 3
3 6 0
11 0 2
6 0 2
9 6 0
4 6 0
6 6 0
13 0 2
14 0 2
10 6 0
12 6 0
7 0 2
5 6 0
2 6 0
15 2 1
0 3 3
8 6 0
1 0 2
0 4 3
11 6 0
4 0 2
12 0 2
2 0 2
1 6 0
13 6 0
3 0 2
0 2 3
9 0 2
7 6 0
15 1 1
15 4 1
15 5 1
0 1 3
5 0 2
15 3 1
14 6 0
12 3 1
12 4 1
5 2 3
5 4 0
14 1 0
3 3 1
12 2 0
13 4 3
12 5 0
14 2 2
2 5 3
8 4 0
1 4 1
12 1 1
11 2 2
13 1 3
8 1 2
13 3 3
1 5 1
5 5 2
4 2 1
4 3 3
7 5 0
10 5 0
8 5 2
11 1 0
2 4 3
14 4 2
6 4 3
9 2 1
5 1 0
1 3 1
10 1 2
14 3 0
11 5 0
6 5 2
10 2 3
2 3 3
4 1 2
11 3 2
5 3 2
13 2 3
2 2 2
7 1 2
7 4 0
8 3 2
3 2 0
1 2 1
9 1 0
2 1 0
10 4 0
8 2 0
11 4 1
3 4 2
7 2 3
13 5 2
1 1 3
14 5 1
6 1 1
9 3 3
7 3 2
9 5 3
6 2 1
9 4 3
3 5 0
3 1 0
6 3 0
4 5 2
4 4 0
10 3 2
