16 9
0 0 2
15 0 1
0 8 3
15 8 0
3 0 2
7 8 0
1 8 0
15 4 1
9 0 2
7 0 2
12 0 2
10 8 0
2 8 0
1 0 2
0 3 3
12 8 0
15 5 1
3 8 0
11 8 0
0 7 3
15 1 1
15 3 1
5 8 0
13 8 0
0 5 3
2 0 2
4 0 2
11 0 2
10 0 2
15 6 1
5 0 2
0 4 3
0 6 3
0 1 3
4 8 0
14 0 2
13 0 2
8 0 2
6 8 0
0 2 3
14 8 0
15 2 1
15 7 1
6 0 2
8 8 0
9 8 0
11 6 2
3 1 0
11 5 0
14 5 0
10 6 0
8 3 2
7 3 0
5 2 3
12 2 1
8 1 2
14 6 2
6 3 0
7 4 2
9 1 0
2 5 3
3 2 2
9 2 2
6 7 0
13 2 3
4 1 3
8 2 0
4 2 1
1 5 1
6 4 2
4 4 1
5 4 3
4 3 3
12 5 3
3 3 1
10 7 2
3 5 0
9 6 0
13 6 3
8 5 0
11 7 2
8 6 2
1 7 1
6 5 0
12 7 1
13 4 3
3 6 2
7 7 0
6 6 2
13 3 1
9 7 2
2 7 3
7 1 3
6 2 0
12 4 1
12 6 1
13 7 3
6 1 1
1 2 3
14 3 3
4 5 3
8 4 2
11 2 1
3 7 3
9 4 2
14 2 2
7 6 2
13 5 1
5 1 0
14 1 0
7 5 0
12 3 2
10 2 3
9 3 0
11 1 0
11 4 0
14 7 3
5 6 2
1 1 0
2 2 3
10 1 2
9 5 3
5 3 2
4 6 1
5 5 0
2 3 1
2 1 3
12 1 0
3 4 0
13 1 0
1 6 0
5 7 1
14 4 1
7 2 0
8 7 2
2 6 1
1 4 3
11 3 3
10 3 1
1 3 1
2 4 3
10 4 2
4 7 0
10 5 3
