17 5
16 0 1
0 4 3
0 0 2
16 4 0
15 0 2
14 4 0
10 4 0
12 4 0
0 2 3
10 0 2
16 3 1
2 4 0
11 4 0
1 0 2
7 4 0
16 1 1
16 2 1
3 0 2
4 0 2
14 0 2
4 4 0
13 4 0
11 0 2
12 0 2
2 0 2
8 4 0
1 4 0
0 1 3
3 4 0
6 4 0
5 4 0
9 0 2
8 0 2
13 0 2
15 4 0
9 4 0
6 0 2
0 3 3
7 0 2
5 0 2
5 2 2
14 1 0
8 2 0
1 1 3
5 1 3
11 3 3
15 1 3
12 3 1
10 1 3
1 2 2
13 3 3
4 2 1
7 1 0
10 3 1
9 1 1
8 3 2
14 2 2
7 2 2
9 2 3
4 1 1
2 3 0
4 3 1
5 3 2
3 2 1
14 3 0
11 1 3
3 3 0
3 1 0
7 3 0
11 2 0
9 3 3
2 1 0
15 3 3
12 2 0
12 1 1
2 2 2
6 3 0
13 1 3
15 2 2
13 2 0
10 2 2
8 1 0
6 1 2
6 2 3
1 3 3
