14 12
0 0 2
13 0 1
0 11 3
13 11 0
4 11 0
2 11 0
3 11 0
7 0 2
0 5 3
13 9 1
5 0 2
4 0 2
11 0 2
0 9 3
7 11 0
13 6 1
13 3 1
6 0 2
12 11 0
0 7 3
13 2 1
0 1 3
13 10 1
13 1 1
8 0 2
13 7 1
3 0 2
10 0 2
13 5 1
5 11 0
1 0 2
2 0 2
11 11 0
0 2 3
9 0 2
0 6 3
0 10 3
1 11 0
9 11 0
12 0 2
13 4 1
10 11 0
13 8 1
0 8 3
0 3 3
8 11 0
0 4 3
6 11 0
4 8 0
4 9 2
5 8 3
12 3 3
10 1 1
4 10 0
6 10 2
5 9 2
6 7 3
7 7 1
1 2 1
8 7 3
9 5 2
5 7 1
5 5 0
2 2 3
4 1 0
11 1 3
6 9 0
5 6 2
9 4 0
1 10 0
4 2 2
12 6 1
2 10 0
3 9 1
3 1 2
11 3 1
3 5 3
9 10 0
2 5 1
5 10 3
12 4 2
6 6 3
11 9 1
8 8 0
9 6 2
12 9 3
1 3 2
10 6 1
9 2 1
3 10 0
6 2 2
8 9 2
12 10 0
10 2 3
3 3 1
6 1 0
7 1 2
12 1 2
4 7 0
4 3 3
11 6 3
8 10 1
2 8 1
7 2 3
1 5 3
10 10 1
11 10 3
7 9 2
2 3 3
9 1 1
1 1 0
3 8 3
2 1 0
5 4 1
6 8 2
7 6 0
7 8 0
1 7 3
6 4 3
12 5 1
2 7 0
12 7 3
11 7 1
7 3 2
7 5 1
1 8 0
11 4 1
7 10 1
7 4 0
1 9 2
1 6 0
12 2 1
6 3 1
8 5 3
3 7 1
4 4 3
10 9 1
3 4 1
4 6 3
3 6 1
9 3 2
5 1 2
11 2 1
8 1 3
10 5 3
9 7 2
11 8 0
12 8 1
8 3 3
9 8 2
8 2 1
2 9 3
10 4 2
5 2 0
8 4 0
6 5 3
1 4 1
8 6 1
5 3 2
10 7 1
2 4 3
10 3 0
10 8 1
11 5 2
2 6 2
9 9 3
4 5 3
3 2 1
