15 14
14 0 1
0 0 2
14 13 0
0 13 3
14 6 1
0 4 3
7 0 2
14 3 1
5 13 0
0 11 3
0 10 3
11 0 2
6 13 0
0 9 3
3 13 0
2 13 0
8 13 0
14 2 1
13 13 0
14 4 1
9 0 2
0 6 3
1 13 0
6 0 2
14 1 1
0 1 3
12 13 0
3 0 2
10 13 0
14 9 1
13 0 2
11 13 0
7 13 0
0 7 3
0 12 3
10 0 2
5 0 2
14 11 1
14 12 1
12 0 2
14 8 1
0 5 3
9 13 0
1 0 2
0 3 3
0 8 3
4 13 0
2 0 2
14 10 1
8 0 2
14 7 1
14 5 1
4 0 2
0 2 3
4 12 1
5 12 2
4 4 2
12 6 0
11 6 3
5 8 0
5 11 0
3 2 1
5 7 2
6 12 1
5 6 0
1 1 0
4 7 2
12 3 3
4 5 1
7 2 3
12 8 3
12 7 2
4 3 0
9 4 0
6 2 1
4 2 3
10 6 1
4 11 0
13 9 0
9 7 3
9 5 2
12 5 1
13 5 3
5 5 3
13 10 2
11 8 1
6 4 1
7 4 3
1 12 3
8 7 1
11 3 1
7 12 3
4 6 0
5 9 2
1 2 2
1 8 3
11 9 2
7 5 3
9 2 1
13 1 3
7 7 1
12 1 1
2 1 2
5 1 3
10 2 3
10 1 2
10 9 1
10 8 2
13 6 3
2 11 0
2 6 3
2 12 2
2 2 3
2 10 0
5 2 3
3 4 1
6 5 1
7 1 0
10 7 0
1 3 2
1 6 1
4 1 1
8 4 1
9 9 2
8 9 1
3 1 3
2 5 0
10 3 1
5 4 3
1 4 3
6 1 3
9 1 0
9 8 0
7 6 2
13 11 1
7 9 1
5 3 1
12 11 1
6 3 3
11 7 2
1 11 0
3 11 1
12 9 3
6 8 3
8 5 3
9 12 1
6 11 3
12 12 3
4 10 0
13 3 3
10 12 3
2 7 0
2 8 2
2 9 0
8 12 1
3 9 1
13 2 2
11 12 1
4 9 3
8 8 0
5 10 0
9 11 0
13 12 1
3 5 1
7 8 1
13 8 0
6 6 3
1 9 3
3 7 1
6 10 0
3 8 3
12 10 3
11 10 1
11 2 1
12 2 3
9 10 2
10 5 1
10 4 0
7 3 0
13 7 0
1 5 2
8 11 3
7 10 2
3 6 1
1 7 0
7 11 1
12 4 2
11 4 3
11 5 3
11 11 2
3 12 0
2 3 3
8 2 1
1 10 1
13 4 3
9 6 1
8 3 3
10 11 0
8 10 2
9 3 3
4 8 0
3 10 2
8 1 2
11 1 3
2 4 2
6 7 2
10 10 0
3 3 1
6 9 0
8 6 3
