16 13
15 12 0
15 0 1
0 12 3
0 0 2
14 0 2
3 0 2
15 2 1
0 1 3
5 12 0
13 0 2
11 12 0
15 8 1
11 0 2
10 12 0
2 12 0
6 12 0
1 12 0
15 5 1
12 0 2
12 12 0
0 10 3
15 9 1
0 5 3
15 1 1
6 0 2
0 2 3
10 0 2
9 12 0
15 10 1
15 11 1
0 7 3
2 0 2
15 3 1
15 4 1
0 11 3
5 0 2
0 4 3
9 0 2
0 6 3
4 0 2
14 12 0
13 12 0
3 12 0
4 12 0
1 0 2
7 0 2
8 0 2
15 7 1
7 12 0
8 12 0
0 8 3
0 9 3
15 6 1
0 3 3
6 1 3
5 1 1
14 1 2
12 3 3
10 5 1
7 1 2
10 2 1
1 11 3
9 4 2
3 5 3
3 10 2
11 5 3
3 1 1
10 6 0
1 1 2
11 2 3
9 3 0
11 3 1
4 11 2
13 3 2
2 11 1
6 3 0
13 5 3
13 1 1
7 3 2
12 5 1
6 2 2
3 9 0
4 10 0
2 5 1
11 8 0
4 1 3
11 9 2
13 2 0
3 11 3
7 2 0
10 7 2
6 4 2
3 2 1
10 4 3
13 9 2
12 9 1
12 4 2
7 8 1
1 8 1
8 7 1
8 1 2
6 7 3
5 4 3
2 8 3
9 7 3
4 2 3
8 8 3
4 4 1
11 4 3
9 11 3
2 2 1
8 11 1
13 8 0
7 6 0
5 7 1
1 4 3
1 2 0
7 7 2
12 8 0
1 3 2
8 9 3
13 11 1
13 4 3
8 4 0
11 10 0
3 8 1
2 9 1
5 5 1
7 4 0
14 11 3
4 8 3
12 1 0
7 10 0
8 10 2
13 10 0
14 10 2
7 5 2
11 11 2
8 5 2
7 9 1
14 9 0
6 5 3
5 9 2
12 2 2
7 11 2
6 11 0
9 1 2
10 1 0
5 8 0
3 6 2
2 6 1
2 10 1
12 10 3
14 2 0
6 10 1
13 6 1
1 7 0
4 5 2
14 6 3
14 5 1
14 4 3
3 7 2
9 6 1
5 10 1
14 3 2
11 6 2
9 8 2
8 6 0
12 11 3
3 3 3
1 6 3
11 1 0
9 2 2
4 9 0
2 1 1
2 3 1
5 2 3
6 8 2
8 3 1
5 11 3
9 5 3
1 9 2
10 3 3
13 7 2
11 7 3
4 3 2
9 10 0
6 9 0
12 6 3
10 10 3
9 9 2
14 7 1
3 4 0
10 11 3
10 8 2
1 5 1
10 9 0
8 2 1
14 8 3
6 6 1
1 10 0
12 7 2
2 7 3
5 6 0
4 7 0
5 3 0
4 6 2
2 4 2
