16 5
15 4 0
0 0 2
0 4 3
15 0 1
8 4 0
14 0 2
0 2 3
6 0 2
5 0 2
9 0 2
11 0 2
0 3 3
3 4 0
10 0 2
11 4 0
7 0 2
3 0 2
9 4 0
10 4 0
8 0 2
2 0 2
15 1 1
5 4 0
4 4 0
13 0 2
1 0 2
14 4 0
6 4 0
4 0 2
1 4 0
2 4 0
12 4 0
12 0 2
15 3 1
0 1 3
7 4 0
13 4 0
15 2 1
11 3 0
3 1 0
3 2 2
10 1 2
4 3 2
12 3 3
11 2 1
14 3 3
1 1 1
6 1 3
2 1 3
6 3 1
4 2 0
12 2 3
5 1 1
7 3 3
13 3 1
10 2 3
5 3 0
8 3 0
9 2 1
5 2 1
6 2 1
8 2 0
7 2 3
2 2 1
2 3 1
9 1 1
1 3 1
4 1 3
10 3 1
3 3 3
7 1 2
11 1 3
14 2 3
14 1 2
13 2 1
13 1 2
1 2 3
8 1 1
12 1 2
9 3 0
