14 7
13 0 1
13 6 0
0 6 3
0 0 2
4 6 0
13 1 1
0 2 3
9 6 0
10 6 0
7 0 2
4 0 2
7 6 0
3 0 2
0 3 3
12 6 0
1 6 0
9 0 2
8 0 2
6 6 0
0 4 3
13 3 1
0 5 3
6 0 2
3 6 0
12 0 2
2 6 0
1 0 2
11 6 0
13 5 1
2 0 2
10 0 2
11 0 2
8 6 0
13 2 1
5 0 2
0 1 3
5 6 0
13 4 1
3 3 2
4 4 1
4 3 0
3 2 0
10 1 2
3 4 3
9 5 3
1 5 3
6 5 1
11 5 3
7 4 1
10 5 1
7 5 3
8 5 1
12 5 0
5 4 3
8 4 3
2 3 1
2 4 1
1 3 3
4 5 0
4 2 2
4 1 3
11 2 2
11 1 0
12 1 1
9 1 1
6 1 2
5 3 3
3 1 1
6 4 1
11 4 0
2 2 1
2 1 0
3 5 0
12 4 3
1 2 3
9 2 0
11 3 1
9 3 2
5 2 0
10 2 1
12 3 3
12 2 1
8 3 2
6 2 2
7 1 0
8 2 0
7 3 1
7 2 2
1 1 1
1 4 0
6 3 1
2 5 0
9 4 3
5 1 1
8 1 1
10 4 3
5 5 1
10 3 0
