19 6
18 5 0
0 0 2
0 5 3
18 0 1
14 5 0
13 0 2
0 4 3
2 0 2
8 0 2
7 0 2
0 1 3
17 5 0
17 0 2
6 0 2
13 5 0
1 5 0
5 0 2
18 2 1
9 5 0
1 0 2
12 0 2
0 2 3
15 5 0
8 5 0
10 5 0
2 5 0
9 0 2
16 0 2
4 0 2
6 5 0
15 0 2
12 5 0
3 0 2
4 5 0
18 1 1
11 5 0
0 3 3
16 5 0
14 0 2
5 5 0
18 4 1
7 5 0
10 0 2
18 3 1
3 5 0
11 0 2
6 3 0
14 4 0
7 3 2
11 1 0
16 3 0
14 1 0
15 4 3
13 1 3
9 1 3
2 4 2
4 4 3
14 2 2
7 2 0
3 4 1
4 3 3
8 1 1
16 4 2
12 1 3
3 3 1
5 4 0
2 3 0
6 4 2
11 2 2
6 2 0
5 3 1
15 2 3
15 3 1
11 3 2
15 1 3
1 4 0
5 2 0
17 3 3
17 4 1
10 3 3
10 4 1
16 2 0
6 1 2
11 4 3
14 3 3
13 4 0
7 1 0
13 3 1
9 3 1
9 2 1
13 2 2
12 4 0
8 2 1
5 1 2
7 4 0
12 2 1
8 3 3
10 2 3
17 2 0
12 3 0
3 1 2
3 2 1
9 4 2
10 1 2
8 4 0
4 2 3
2 1 2
16 1 0
2 2 1
4 1 1
1 1 0
17 1 3
1 2 1
1 3 3
