18 8
0 7 3
17 7 0
0 0 2
17 0 1
10 7 0
17 2 1
3 0 2
17 6 1
2 7 0
0 4 3
1 0 2
17 3 1
1 7 0
8 7 0
8 0 2
0 2 3
0 6 3
5 7 0
9 0 2
6 0 2
10 0 2
9 7 0
6 7 0
11 0 2
15 0 2
3 7 0
4 0 2
0 3 3
12 0 2
16 7 0
0 5 3
14 7 0
2 0 2
11 7 0
17 1 1
13 7 0
4 7 0
15 7 0
5 0 2
7 7 0
13 0 2
0 1 3
12 7 0
17 4 1
7 0 2
17 5 1
14 0 2
16 0 2
8 6 3
3 1 1
12 3 0
13 1 0
2 4 2
5 6 3
7 6 1
2 3 0
15 1 2
4 1 3
13 6 1
4 5 1
10 5 2
11 2 2
11 1 2
4 6 1
6 6 0
1 6 0
14 6 3
10 6 0
12 4 2
10 4 0
13 2 2
2 1 2
16 2 3
5 5 3
15 2 1
14 5 1
8 1 1
11 6 0
3 6 1
9 1 3
15 5 3
6 2 2
12 1 1
1 2 3
6 5 0
2 6 2
14 4 0
1 1 3
5 3 3
13 3 3
14 1 3
6 1 0
2 5 0
4 3 1
5 4 0
12 6 3
15 6 1
7 5 0
12 5 3
1 5 0
15 4 0
16 6 3
14 3 3
6 3 0
9 6 1
3 2 1
8 4 2
1 4 1
11 5 1
4 2 3
6 4 2
8 3 0
3 5 0
3 4 1
3 3 3
16 1 0
9 2 2
10 3 0
10 2 2
8 5 3
4 4 3
10 1 0
11 3 1
14 2 0
2 2 0
15 3 3
13 5 0
5 2 1
7 3 1
9 3 1
5 1 1
1 3 3
7 4 3
7 2 3
13 4 3
8 2 1
16 4 1
9 4 3
12 2 2
16 5 0
9 5 1
7 1 1
11 4 1
16 3 0
