14 9
0 0 2
13 8 0
0 8 3
13 0 1
8 0 2
6 8 0
9 0 2
10 0 2
2 8 0
0 6 3
13 4 1
13 1 1
11 8 0
0 4 3
3 8 0
8 8 0
0 2 3
13 3 1
7 8 0
13 7 1
4 8 0
5 0 2
13 6 1
7 0 2
11 0 2
0 1 3
6 0 2
1 0 2
5 8 0
13 5 1
10 8 0
0 7 3
3 0 2
13 2 1
2 0 2
12 8 0
0 5 3
4 0 2
9 8 0
12 0 2
0 3 3
1 8 0
8 4 0
8 5 2
6 5 3
9 4 2
11 7 2
9 3 0
7 4 3
6 1 3
7 5 1
11 1 3
6 6 2
3 1 2
10 1 1
1 4 3
1 5 1
12 2 2
11 6 0
9 2 0
5 1 1
5 5 1
6 4 1
4 3 1
5 3 3
12 1 0
10 7 1
2 5 3
8 3 3
9 1 1
6 2 1
7 3 1
7 2 3
11 4 3
10 4 1
2 4 0
7 1 2
8 1 2
5 2 0
4 5 3
4 6 1
5 6 3
6 3 3
12 4 3
9 5 1
3 5 1
10 5 3
6 7 0
7 6 0
1 3 0
3 7 0
10 3 3
4 4 2
1 2 3
2 1 2
4 1 3
3 2 0
8 6 3
3 3 2
8 7 0
7 7 2
11 2 0
4 7 3
12 7 0
12 3 1
2 3 3
8 2 2
3 4 3
9 7 2
2 2 2
9 6 0
11 5 2
11 3 2
1 1 2
3 6 3
2 6 1
12 5 3
5 7 0
4 2 2
12 6 3
5 4 1
2 7 0
1 6 0
10 2 3
1 7 2
10 6 1
