19 7
0 6 3
18 0 1
18 6 0
0 0 2
12 0 2
18 2 1
1 0 2
10 6 0
1 6 0
8 6 0
7 6 0
11 0 2
18 3 1
4 0 2
0 2 3
14 0 2
18 4 1
15 6 0
9 0 2
14 6 0
2 0 2
0 3 3
12 6 0
10 0 2
9 6 0
6 0 2
0 5 3
5 0 2
7 0 2
13 6 0
15 0 2
11 6 0
13 0 2
16 6 0
17 0 2
4 6 0
0 4 3
18 1 1
18 5 1
16 0 2
3 0 2
2 6 0
8 0 2
5 6 0
6 6 0
17 6 0
3 6 0
0 1 3
2 4 0
15 2 2
4 4 2
6 5 1
4 3 2
16 3 1
15 3 2
4 2 0
3 4 3
9 1 0
13 2 1
7 2 0
1 2 1
14 2 3
7 3 2
2 2 3
11 2 2
11 5 1
15 1 0
2 5 2
17 3 3
12 1 2
3 1 2
11 1 0
7 5 3
12 5 3
9 2 2
9 5 0
13 4 3
15 5 3
9 4 2
13 1 2
9 3 2
6 3 0
13 5 2
14 5 1
6 4 0
17 4 1
12 4 1
8 1 2
8 5 3
6 1 0
6 2 2
13 3 2
14 1 2
14 4 2
14 3 0
17 2 0
8 4 0
10 4 1
8 2 2
3 3 1
17 5 3
5 2 3
11 4 3
5 5 2
16 5 1
10 2 3
5 4 0
16 2 0
5 1 3
10 1 3
1 3 0
16 1 0
3 5 2
1 4 2
10 3 0
1 1 2
8 3 3
4 1 1
16 4 2
12 2 0
12 3 2
3 2 0
11 3 0
5 3 0
2 3 3
15 4 3
17 1 3
1 5 2
7 4 3
10 5 2
7 1 0
2 1 2
4 5 0
