12 8
11 7 0
0 0 2
11 0 1
0 7 3
11 4 1
2 0 2
3 7 0
11 1 1
11 6 1
7 0 2
0 3 3
8 7 0
2 7 0
10 0 2
9 0 2
7 7 0
6 0 2
9 7 0
0 6 3
0 4 3
4 0 2
8 0 2
5 7 0
0 2 3
3 0 2
11 3 1
10 7 0
5 0 2
0 5 3
11 2 1
4 7 0
0 1 3
11 5 1
6 7 0
1 7 0
1 0 2
10 2 3
2 2 1
3 2 2
2 1 0
3 1 0
9 4 1
7 2 0
4 4 2
5 2 1
4 3 0
5 3 1
6 2 3
6 3 3
10 4 1
8 4 0
7 3 2
8 5 2
10 3 2
9 2 1
8 1 2
4 1 3
1 1 3
5 6 0
10 1 2
6 5 1
10 6 3
7 5 3
9 6 1
4 6 0
9 3 0
8 6 2
4 2 2
10 5 3
9 5 1
5 1 0
1 2 2
6 6 2
9 1 2
6 1 3
7 4 1
5 5 1
3 6 0
8 2 3
7 6 0
3 4 1
8 3 0
1 6 1
6 4 1
1 5 0
3 5 0
4 5 2
7 1 0
2 6 3
2 5 3
2 3 3
1 3 1
5 4 1
2 4 0
1 4 2
3 3 3
