17 9
16 8 0
0 0 2
16 0 1
0 8 3
12 8 0
0 6 3
16 4 1
0 3 3
15 8 0
3 0 2
13 8 0
16 3 1
13 0 2
11 0 2
9 0 2
14 0 2
0 4 3
1 0 2
1 8 0
4 0 2
3 8 0
16 5 1
5 0 2
16 7 1
2 0 2
16 6 1
9 8 0
16 2 1
11 8 0
5 8 0
10 0 2
0 5 3
16 1 1
4 8 0
10 8 0
7 0 2
0 1 3
0 2 3
6 0 2
14 8 0
6 8 0
8 8 0
7 8 0
12 0 2
2 8 0
8 0 2
0 7 3
15 0 2
13 2 1
7 4 1
4 6 1
1 1 3
11 5 1
9 7 3
2 4 1
6 5 2
8 4 3
2 6 1
6 7 3
14 2 3
4 1 1
12 3 0
3 4 3
6 4 0
12 5 3
5 2 0
13 1 0
5 1 3
12 4 2
3 6 3
4 2 3
5 7 1
5 6 3
8 7 1
5 3 2
12 7 0
3 2 1
7 3 0
9 1 2
1 2 2
11 2 0
4 7 1
11 3 2
2 3 3
3 3 0
9 3 3
4 5 0
2 7 1
3 7 3
1 6 3
14 1 0
12 1 1
11 4 0
2 1 3
8 3 1
9 6 3
15 6 1
1 3 1
8 6 1
1 4 0
10 3 3
12 2 3
10 4 1
6 1 2
15 4 1
13 3 2
12 6 3
11 6 1
1 5 2
15 2 1
9 2 2
11 1 1
6 6 1
14 7 0
14 3 0
3 1 1
6 2 2
6 3 3
11 7 0
7 5 2
8 5 2
4 4 0
7 6 3
15 5 3
5 5 1
14 4 2
14 5 1
13 5 2
15 7 3
2 5 0
14 6 0
4 3 3
10 5 1
1 7 0
10 2 2
13 4 0
10 1 0
7 7 0
15 3 3
9 5 3
3 5 3
10 7 1
9 4 2
13 6 2
13 7 1
10 6 1
7 1 3
15 1 3
2 2 1
5 4 3
8 2 0
7 2 0
8 1 3
