19 14
0 0 2
18 13 0
0 13 3
18 0 1
18 4 1
16 13 0
0 6 3
18 3 1
18 7 1
0 8 3
15 0 2
13 0 2
0 4 3
18 11 1
0 3 3
0 11 3
18 10 1
11 0 2
3 13 0
11 13 0
18 1 1
10 0 2
7 13 0
1 13 0
5 0 2
0 10 3
0 5 3
4 0 2
9 13 0
13 13 0
16 0 2
12 13 0
0 9 3
5 13 0
18 9 1
0 1 3
8 0 2
18 6 1
6 13 0
2 0 2
0 2 3
8 13 0
18 8 1
17 0 2
10 13 0
6 0 2
15 13 0
14 13 0
17 13 0
12 0 2
7 0 2
18 2 1
2 13 0
18 5 1
0 12 3
14 0 2
18 12 1
9 0 2
0 7 3
4 13 0
3 0 2
1 0 2
15 8 2
2 12 3
15 7 3
2 8 1
9 2 2
10 6 0
4 10 1
12 7 1
14 11 2
8 2 3
2 2 2
7 2 1
15 2 0
16 2 2
14 12 2
10 7 2
6 6 1
14 7 1
5 4 3
15 3 2
16 1 0
10 12 3
2 1 0
4 4 1
1 12 1
10 11 2
7 12 3
17 4 1
13 7 3
17 7 2
14 10 0
7 6 3
10 10 0
15 4 2
14 8 1
17 6 0
17 2 1
5 10 3
12 10 1
13 10 3
6 12 1
3 8 3
9 1 0
9 12 1
15 9 1
16 12 0
13 3 3
2 7 0
6 5 3
17 5 1
1 2 2
5 5 1
17 10 1
1 1 0
12 2 2
10 4 2
5 8 0
17 8 2
7 8 2
12 3 1
11 6 3
16 9 3
7 5 3
9 10 1
5 9 2
4 9 0
11 9 3
12 11 2
12 1 0
15 12 2
7 7 0
10 2 3
12 8 2
10 9 1
12 6 0
3 4 1
15 11 0
10 3 0
13 12 0
9 6 0
7 1 0
14 1 3
7 4 0
16 11 0
13 9 3
12 9 1
4 3 1
3 2 3
5 3 3
2 3 2
6 11 1
8 11 1
6 9 3
9 7 2
13 1 1
11 1 2
8 6 0
8 3 2
1 5 2
2 11 0
3 9 0
8 7 2
3 10 2
13 5 0
5 11 1
3 12 0
1 4 0
13 6 2
13 11 1
7 11 3
9 11 3
1 9 0
4 5 0
17 11 2
16 10 3
17 1 1
8 1 3
4 6 2
1 8 0
15 10 1
14 5 1
8 9 1
9 9 3
16 4 1
8 4 1
11 2 3
15 1 1
1 10 2
3 7 3
2 4 0
11 12 0
15 5 3
17 12 3
2 5 2
9 4 3
13 4 2
14 9 0
14 2 2
6 2 0
6 3 2
10 5 1
4 1 3
2 9 3
8 5 2
7 3 0
9 3 3
3 1 1
11 5 3
10 1 2
13 2 0
6 4 1
1 6 3
14 6 3
4 2 3
17 9 3
3 5 1
12 12 0
14 4 3
5 12 1
3 6 1
11 4 3
15 6 3
12 5 2
9 8 2
10 8 2
8 12 0
12 4 0
3 11 0
3 3 1
6 10 3
16 8 1
9 5 0
7 10 2
6 1 2
5 6 2
11 11 0
6 8 3
7 9 0
16 3 2
4 11 3
14 3 1
5 2 1
17 3 1
1 11 0
16 5 1
13 8 3
2 10 3
4 8 3
1 3 1
8 8 3
4 7 0
11 10 0
6 7 0
11 3 0
11 7 2
8 10 0
11 8 0
16 7 0
5 1 2
5 7 3
16 6 3
1 7 3
4 12 0
2 6 1
