20 16
19 15 0
0 0 2
0 15 3
19 0 1
19 11 1
0 2 3
0 9 3
19 4 1
5 0 2
19 6 1
19 10 1
11 15 0
0 13 3
0 5 3
0 1 3
15 0 2
19 3 1
0 12 3
10 15 0
9 0 2
1 0 2
11 0 2
19 14 1
17 0 2
6 15 0
4 0 2
10 0 2
19 2 1
12 0 2
0 11 3
13 0 2
12 15 0
16 0 2
17 15 0
0 6 3
19 13 1
0 10 3
9 15 0
19 9 1
8 0 2
18 0 2
2 0 2
19 7 1
0 14 3
18 15 0
3 15 0
4 15 0
3 0 2
19 1 1
19 12 1
0 8 3
0 3 3
6 0 2
15 15 0
2 15 0
13 15 0
7 0 2
14 15 0
0 4 3
8 15 0
16 15 0
14 0 2
19 8 1
0 7 3
5 15 0
19 5 1
7 15 0
1 15 0
14 3 2
5 7 3
14 8 2
1 4 3
14 2 0
16 1 0
14 11 0
10 9 2
13 3 1
18 6 2
3 2 2
5 4 2
1 7 2
5 3 0
4 14 0
11 14 1
10 13 2
1 6 0
5 8 2
14 4 2
3 11 1
15 4 0
10 12 0
14 12 2
5 10 2
3 6 3
2 6 1
15 5 2
3 1 0
2 7 0
13 8 1
18 5 0
5 9 0
18 11 1
16 2 2
7 8 1
10 14 0
8 14 0
8 8 3
4 11 3
10 8 0
2 8 2
17 14 0
14 7 0
4 7 1
12 14 3
6 10 0
7 2 0
8 2 2
9 1 2
3 13 2
8 1 0
11 3 2
16 12 1
12 10 3
7 3 2
4 3 1
4 6 2
7 10 3
2 10 1
7 12 0
3 14 1
18 4 0
6 8 2
10 10 2
17 9 3
7 6 1
4 5 0
3 12 0
9 3 3
11 2 0
3 10 3
16 9 1
8 6 3
1 14 2
11 10 1
8 5 3
14 10 0
7 5 1
15 9 3
1 5 2
14 9 1
6 7 0
1 13 0
8 3 1
6 11 2
1 1 2
17 12 3
7 13 2
6 9 0
8 10 2
6 12 3
17 2 2
12 9 0
12 6 1
5 12 1
15 2 3
13 5 2
5 5 1
7 11 0
17 5 0
10 5 1
17 6 2
6 5 1
13 4 0
18 1 1
14 6 2
6 13 2
11 5 3
14 5 0
4 9 0
13 6 3
2 9 1
4 10 2
18 2 0
17 1 0
3 9 3
18 3 2
8 9 0
16 14 0
2 12 1
13 2 1
2 13 1
17 11 0
9 13 2
9 12 0
16 10 2
14 1 1
2 14 2
12 12 2
12 11 0
8 12 0
11 6 3
9 10 0
16 3 0
10 6 1
10 4 3
10 3 1
9 4 1
16 4 2
18 8 1
9 6 2
3 3 0
13 14 1
11 12 1
12 8 3
13 9 3
9 11 2
9 5 0
7 1 0
16 5 1
11 8 1
18 13 1
6 2 3
8 13 2
15 11 3
4 12 1
15 1 3
5 2 1
9 9 1
14 14 3
3 4 2
6 1 0
2 2 1
5 14 2
12 5 0
17 3 2
10 11 2
4 8 0
4 13 2
9 7 2
5 13 0
11 1 2
1 10 3
8 4 0
1 8 3
9 14 0
4 2 0
8 11 0
18 12 1
16 11 0
6 3 1
9 2 2
2 11 2
12 7 3
11 7 1
18 14 1
13 11 3
16 8 1
2 5 3
2 1 0
1 2 3
3 8 0
15 6 0
17 8 3
5 11 0
11 9 2
4 4 1
15 12 1
6 14 2
15 7 2
14 13 2
15 3 2
7 9 0
1 3 3
15 13 1
1 9 3
8 7 0
1 11 1
5 6 0
11 11 3
10 2 1
16 13 3
11 13 0
6 6 0
12 4 1
7 4 1
12 3 0
2 4 3
13 10 3
17 10 2
5 1 2
1 12 2
18 9 1
3 7 0
11 4 1
10 7 3
18 10 2
17 7 0
2 3 2
15 8 2
16 6 1
6 4 0
18 7 0
7 14 2
17 4 3
12 1 1
16 7 2
7 7 2
13 1 3
12 2 3
13 12 1
13 13 3
13 7 3
4 1 2
10 1 2
12 13 1
15 10 0
15 14 0
3 5 0
9 8 3
17 13 0
