20 10
0 9 3
0 0 2
19 0 1
19 9 0
0 6 3
13 9 0
0 4 3
15 0 2
0 5 3
11 9 0
8 9 0
17 9 0
8 0 2
19 2 1
19 5 1
5 9 0
12 9 0
10 9 0
6 9 0
18 0 2
0 2 3
19 8 1
12 0 2
7 9 0
0 1 3
11 0 2
9 0 2
1 0 2
7 0 2
16 9 0
10 0 2
5 0 2
13 0 2
2 0 2
2 9 0
9 9 0
14 0 2
6 0 2
17 0 2
15 9 0
19 6 1
19 1 1
3 9 0
19 4 1
0 3 3
0 7 3
19 7 1
16 0 2
1 9 0
19 3 1
18 9 0
4 9 0
4 0 2
0 8 3
14 9 0
3 0 2
17 2 3
8 2 1
7 4 2
10 3 1
7 3 0
6 3 3
2 5 3
14 5 0
12 3 1
6 4 3
16 6 1
17 3 2
2 2 2
14 6 2
2 7 0
14 4 3
9 1 2
10 6 0
8 1 0
11 3 3
6 8 2
12 8 0
16 2 1
17 6 3
16 1 2
2 8 2
10 7 2
1 5 1
5 3 1
2 1 0
9 2 3
14 1 2
5 4 1
6 7 0
13 4 1
13 3 3
18 3 0
13 5 2
5 7 0
5 8 2
4 3 3
12 4 1
9 4 3
5 1 0
8 6 2
7 5 2
13 8 0
5 2 2
3 7 2
13 6 0
4 6 1
18 4 2
8 5 0
1 6 3
11 8 1
15 4 3
1 8 0
12 1 0
3 3 1
8 8 2
1 4 3
16 7 2
12 2 2
5 6 3
3 6 0
8 4 1
13 7 2
8 7 0
10 2 3
7 2 2
3 4 1
9 3 3
4 2 0
12 5 1
4 4 3
4 1 1
17 1 0
18 7 2
11 2 3
11 6 0
14 2 0
6 6 3
18 6 0
8 3 1
7 1 0
4 8 1
2 4 0
6 2 1
14 3 2
11 7 2
10 8 3
7 6 0
13 2 3
3 5 0
15 1 2
2 6 2
9 8 1
9 6 3
2 3 0
10 4 3
4 7 2
7 7 2
15 5 3
6 5 2
17 5 2
16 5 0
1 2 2
15 2 0
17 4 0
9 5 2
18 1 2
1 1 0
18 8 0
17 7 0
5 5 1
17 8 2
6 1 3
15 3 2
4 5 3
16 8 3
1 3 1
15 8 1
14 8 3
12 7 0
18 5 3
16 3 1
9 7 0
12 6 0
13 1 0
18 2 2
14 7 1
15 7 3
3 2 1
10 1 2
10 5 0
16 4 3
11 4 2
1 7 2
15 6 1
3 8 3
11 1 3
7 8 3
11 5 2
3 1 0
