14 10
0 0 2
13 0 1
13 9 0
0 9 3
10 0 2
0 1 3
8 0 2
0 5 3
13 6 1
8 9 0
12 0 2
0 3 3
12 9 0
6 0 2
13 4 1
13 1 1
1 0 2
7 9 0
0 2 3
0 8 3
10 9 0
7 0 2
4 0 2
6 9 0
2 9 0
11 0 2
13 2 1
9 9 0
3 0 2
9 0 2
0 7 3
11 9 0
3 9 0
1 9 0
13 5 1
4 9 0
13 7 1
5 9 0
0 4 3
5 0 2
13 3 1
0 6 3
2 0 2
13 8 1
4 6 3
8 1 1
1 1 1
2 2 0
7 3 0
2 8 0
12 4 1
7 4 2
7 5 2
6 5 3
4 8 0
5 1 3
7 7 1
5 5 1
10 1 2
2 1 3
11 4 3
8 7 3
6 7 3
9 4 1
6 2 1
7 2 3
3 6 1
10 4 1
2 3 2
5 7 1
9 1 3
4 1 1
1 5 0
1 6 2
4 3 0
12 1 0
11 3 0
12 2 2
12 3 3
4 7 2
3 8 2
3 7 0
11 6 1
8 4 1
6 1 3
11 2 1
3 3 0
4 4 2
12 6 3
2 5 2
12 7 1
5 3 3
2 4 0
3 4 2
8 6 1
8 3 2
8 5 0
9 2 0
4 2 3
9 6 3
12 5 2
9 5 3
8 2 0
9 3 2
10 8 1
3 2 1
11 8 3
7 1 3
11 1 2
10 6 1
5 8 0
10 2 3
2 6 1
5 2 1
1 4 2
6 4 1
7 6 2
1 3 0
5 6 3
12 8 3
11 7 2
6 6 2
7 8 0
10 3 1
1 2 3
6 3 3
1 7 2
3 5 3
1 8 3
11 5 0
9 8 2
8 8 0
3 1 2
4 5 0
2 7 2
9 7 2
5 4 0
10 5 3
6 8 2
10 7 0
