17 11
16 0 1
0 10 3
16 10 0
0 0 2
10 0 2
3 0 2
16 6 1
1 10 0
5 0 2
8 10 0
0 1 3
16 9 1
16 7 1
5 10 0
0 4 3
0 6 3
8 0 2
0 5 3
10 10 0
12 10 0
16 2 1
16 3 1
16 1 1
16 8 1
0 9 3
9 0 2
15 10 0
16 4 1
11 10 0
3 10 0
15 0 2
6 0 2
6 10 0
7 0 2
0 2 3
2 0 2
16 5 1
13 0 2
4 10 0
9 10 0
11 0 2
14 0 2
0 7 3
12 0 2
1 0 2
2 10 0
0 3 3
0 8 3
13 10 0
14 10 0
4 0 2
7 10 0
2 4 2
14 4 3
5 4 1
14 3 2
6 4 3
9 6 3
10 6 0
11 9 2
15 2 0
4 9 2
8 6 1
1 6 3
7 1 2
3 8 2
12 3 1
13 3 3
13 4 1
7 4 1
14 2 0
14 5 2
15 3 2
15 9 0
9 5 3
3 7 0
8 5 1
10 3 0
11 8 0
8 4 3
8 1 2
9 1 2
10 4 2
4 8 0
2 3 0
10 7 2
1 4 1
5 3 3
12 5 2
10 5 3
7 2 2
4 6 1
5 6 3
15 4 1
7 8 3
6 9 1
10 9 0
3 5 2
14 6 2
12 4 0
5 1 3
1 5 3
3 4 0
12 6 2
1 7 3
6 5 2
4 4 1
3 3 0
6 8 1
1 2 3
4 1 1
4 3 1
7 9 3
12 7 2
12 1 1
9 7 2
13 5 2
11 2 3
10 2 1
10 1 2
6 6 3
13 8 2
15 5 2
4 5 0
3 1 2
8 3 3
13 1 3
11 7 1
12 2 3
9 3 1
7 3 1
6 2 1
14 7 1
5 7 0
13 7 0
15 7 3
11 5 1
5 8 2
2 5 1
9 9 1
2 2 1
11 6 3
9 8 0
15 1 0
9 2 1
6 3 0
2 1 2
8 7 1
13 9 2
3 2 3
9 4 2
14 9 1
8 8 2
7 7 1
13 6 3
8 2 3
3 9 0
6 1 3
3 6 0
12 9 0
4 7 0
5 2 2
7 6 0
1 1 2
4 2 1
2 8 2
14 8 2
6 7 2
11 3 2
13 2 0
1 3 1
2 7 0
11 4 3
15 6 2
12 8 0
7 5 1
1 8 0
15 8 0
5 5 3
8 9 2
1 9 2
2 6 1
5 9 3
2 9 0
11 1 0
10 8 3
14 1 0
