15 9
14 8 0
0 0 2
14 0 1
0 8 3
10 0 2
0 4 3
14 4 1
12 0 2
10 8 0
14 1 1
2 8 0
6 0 2
4 8 0
5 8 0
2 0 2
14 7 1
9 8 0
0 7 3
6 8 0
4 0 2
14 6 1
3 8 0
8 0 2
14 3 1
14 5 1
8 8 0
9 0 2
14 2 1
0 6 3
0 1 3
3 0 2
13 8 0
11 0 2
11 8 0
13 0 2
7 8 0
0 3 3
5 0 2
7 0 2
12 8 0
0 2 3
0 5 3
1 8 0
1 0 2
2 7 2
13 5 0
10 1 1
12 1 3
5 6 2
11 7 3
8 7 0
9 2 3
7 1 3
5 5 0
1 4 3
11 4 2
13 3 3
3 5 0
12 3 1
13 6 2
10 7 1
11 1 1
11 3 0
2 6 0
8 2 1
6 1 1
1 7 1
3 6 2
4 6 2
12 2 1
4 5 0
13 1 3
13 2 2
9 7 2
2 5 3
5 7 3
12 7 1
4 7 1
2 3 2
13 7 3
10 4 0
1 5 1
2 2 0
10 5 2
9 1 2
4 4 1
9 6 0
8 3 2
5 4 3
3 7 3
12 4 2
12 6 2
7 6 1
6 2 1
7 5 1
11 2 0
2 1 2
4 2 1
7 2 3
9 5 0
5 3 0
8 5 3
12 5 0
5 2 3
8 6 3
5 1 0
6 4 2
11 6 1
7 7 1
6 5 0
3 3 2
6 6 2
13 4 1
6 3 0
3 2 0
11 5 1
7 4 0
9 3 2
6 7 1
1 3 3
3 4 0
1 6 3
8 4 3
1 1 3
10 6 1
3 1 2
7 3 0
2 4 2
1 2 2
9 4 2
4 3 2
10 2 1
10 3 1
8 1 3
4 1 0
