14 13
13 0 1
0 12 3
13 12 0
0 0 2
9 12 0
13 9 1
11 12 0
13 10 1
6 12 0
1 0 2
0 4 3
0 7 3
6 0 2
10 12 0
13 1 1
13 3 1
5 0 2
0 6 3
12 0 2
1 12 0
5 12 0
2 0 2
0 11 3
4 0 2
13 7 1
7 0 2
4 12 0
9 0 2
8 12 0
7 12 0
13 2 1
3 12 0
12 12 0
0 5 3
13 11 1
0 10 3
0 9 3
10 0 2
8 0 2
0 1 3
0 3 3
2 12 0
3 0 2
13 8 1
13 6 1
0 2 3
11 0 2
13 5 1
0 8 3
13 4 1
7 8 1
6 10 2
5 10 0
2 4 2
10 5 2
10 1 3
8 5 3
4 1 3
11 4 1
4 3 2
2 3 0
6 9 0
7 7 0
4 2 0
7 5 1
2 10 2
11 10 2
11 3 1
5 11 2
10 4 0
3 1 1
9 1 1
5 2 0
6 11 2
8 8 3
11 9 0
6 4 3
10 11 0
9 11 0
5 4 1
3 11 0
12 1 3
2 9 0
11 1 1
12 3 3
12 4 3
5 3 2
1 4 1
3 4 2
1 3 2
6 7 1
4 4 2
2 1 0
3 3 0
4 5 0
10 6 0
3 10 3
8 11 3
10 2 2
1 2 2
3 8 0
1 1 0
7 11 1
10 7 2
3 9 2
9 10 0
8 7 0
4 6 2
9 5 3
2 2 2
8 6 2
1 11 2
7 6 1
1 10 0
6 2 0
1 9 0
6 8 1
9 8 3
12 6 3
8 10 3
6 3 2
12 8 0
12 9 2
4 10 3
10 3 0
7 10 1
5 5 0
5 6 2
11 6 1
6 6 0
2 11 3
5 9 3
4 9 1
12 10 2
2 5 1
12 11 0
12 7 1
9 3 1
4 8 0
7 9 3
11 8 0
9 6 1
5 1 3
3 5 3
3 2 1
7 1 2
10 10 1
6 1 0
9 9 2
5 7 1
8 2 3
8 4 0
7 2 1
1 7 0
1 8 2
7 4 0
4 11 0
8 3 1
9 4 1
6 5 1
10 9 0
11 2 0
11 11 0
1 5 3
3 7 3
2 7 1
8 9 1
10 8 0
9 7 0
1 6 0
11 7 1
12 5 0
4 7 1
2 8 0
3 6 3
5 8 2
11 5 2
9 2 1
2 6 1
8 1 3
7 3 1
12 2 2
