18 7
17 0 1
0 6 3
0 0 2
17 6 0
17 1 1
15 0 2
10 0 2
3 6 0
17 2 1
10 6 0
8 0 2
17 4 1
11 0 2
2 6 0
17 5 1
8 6 0
16 6 0
0 3 3
14 0 2
13 6 0
9 0 2
14 6 0
0 5 3
9 6 0
7 0 2
0 4 3
7 6 0
16 0 2
0 1 3
12 6 0
17 3 1
4 0 2
15 6 0
2 0 2
6 0 2
5 0 2
5 6 0
13 0 2
11 6 0
0 2 3
3 0 2
4 6 0
12 0 2
6 6 0
1 0 2
1 6 0
9 4 2
4 2 2
16 4 3
6 5 2
11 3 0
4 1 0
12 5 0
13 3 2
13 2 0
3 2 1
3 1 3
2 1 1
6 4 2
1 3 2
6 3 0
13 1 2
2 4 0
1 2 0
10 4 0
11 4 2
15 4 1
16 5 2
8 4 1
1 5 3
2 5 2
9 3 0
10 5 2
16 3 0
1 4 1
14 3 3
12 4 1
8 3 2
6 2 2
8 2 0
13 4 3
14 2 2
6 1 0
16 2 0
3 5 3
14 4 2
10 2 0
14 1 0
5 2 3
10 3 2
9 5 0
5 5 1
12 3 3
5 3 3
9 2 3
4 3 1
14 5 2
11 5 0
5 1 0
7 3 1
15 1 2
16 1 1
1 1 0
4 5 0
10 1 2
13 5 2
8 5 3
7 1 2
7 5 1
9 1 1
4 4 2
12 1 0
15 5 0
2 2 0
7 2 1
3 4 0
15 2 2
12 2 2
2 3 2
5 4 2
15 3 0
11 1 0
8 1 3
11 2 2
7 4 0
3 3 1
