13 9
0 8 3
12 0 1
12 8 0
0 0 2
9 0 2
7 8 0
5 8 0
0 5 3
12 6 1
7 0 2
3 0 2
8 8 0
11 0 2
4 8 0
0 7 3
12 2 1
0 4 3
9 8 0
10 0 2
5 0 2
6 0 2
1 0 2
0 3 3
12 5 1
12 1 1
4 0 2
3 8 0
8 0 2
10 8 0
12 3 1
12 7 1
6 8 0
12 4 1
0 6 3
1 8 0
2 0 2
2 8 0
0 1 3
0 2 3
11 8 0
4 2 0
10 5 1
6 4 0
2 4 3
8 4 0
9 4 2
6 5 0
4 3 0
5 2 3
6 6 2
9 3 0
11 5 3
7 2 3
6 7 0
4 7 1
5 7 3
8 2 1
4 4 2
1 3 3
1 4 1
11 4 3
6 2 1
10 4 1
7 6 2
9 2 3
7 5 0
8 5 2
7 4 2
4 6 2
5 6 2
2 5 1
2 3 0
7 7 0
3 6 1
3 5 3
6 3 2
4 5 0
9 5 0
9 6 2
9 1 2
5 5 0
7 3 0
3 2 1
1 7 3
11 1 0
1 5 1
1 6 3
10 6 1
11 2 2
2 2 3
11 6 3
10 2 3
3 3 3
1 2 1
5 3 2
5 4 3
4 1 2
9 7 1
10 3 3
10 7 3
11 3 2
7 1 0
5 1 0
8 3 1
3 7 0
3 4 0
10 1 1
8 1 0
2 1 2
6 1 1
11 7 3
2 7 0
3 1 1
8 7 3
2 6 1
1 1 3
8 6 3
