19 17
18 16 0
0 0 2
18 0 1
0 16 3
1 0 2
8 16 0
0 13 3
9 16 0
18 4 1
10 16 0
14 0 2
18 6 1
5 16 0
4 0 2
6 0 2
0 15 3
0 1 3
18 11 1
15 16 0
11 16 0
4 16 0
2 16 0
18 8 1
18 15 1
7 0 2
1 16 0
0 12 3
18 9 1
0 5 3
18 13 1
7 16 0
18 1 1
0 3 3
6 16 0
13 16 0
16 0 2
18 12 1
0 11 3
0 8 3
18 7 1
10 0 2
0 2 3
12 16 0
18 5 1
0 7 3
17 0 2
3 0 2
0 6 3
18 10 1
18 2 1
5 0 2
13 0 2
11 0 2
8 0 2
14 16 0
18 14 1
9 0 2
0 9 3
16 16 0
17 16 0
2 0 2
0 10 3
0 4 3
12 0 2
3 16 0
0 14 3
15 0 2
18 3 1
7 5 2
17 14 0
7 4 0
1 7 2
2 9 2
2 8 0
9 3 0
17 13 1
4 7 0
5 6 1
1 6 0
9 14 2
15 12 3
4 8 2
17 15 2
14 10 0
6 14 3
14 11 2
13 8 2
6 5 1
9 13 0
6 4 3
5 14 1
14 6 2
11 9 0
13 5 3
11 10 2
10 10 2
17 2 3
9 10 0
8 7 3
14 12 1
7 11 3
7 7 1
15 15 0
17 11 1
15 1 1
9 11 2
13 7 0
6 11 1
6 6 3
12 5 1
14 5 0
10 9 0
8 4 3
16 2 1
5 4 1
9 4 2
16 1 3
10 7 3
15 8 1
9 7 1
11 6 1
16 11 2
17 5 1
16 12 0
11 15 0
12 15 2
11 3 1
8 9 1
4 12 3
8 15 1
13 12 1
15 11 1
9 15 3
9 6 0
16 5 0
12 14 0
3 1 1
4 15 0
9 9 3
16 13 2
1 3 2
15 7 2
10 14 3
3 14 3
16 8 3
10 8 2
16 10 0
12 6 3
11 5 0
12 3 3
2 14 1
1 2 0
15 6 0
16 6 2
3 12 1
5 5 1
1 1 2
4 1 3
9 1 1
6 8 0
1 9 0
2 15 0
17 12 3
3 8 3
5 9 0
6 9 2
13 10 0
11 12 1
10 1 3
13 11 2
10 3 3
5 11 3
7 8 3
11 8 2
17 4 0
4 14 1
11 7 0
5 10 2
15 13 0
12 12 3
4 4 2
1 10 2
15 14 2
4 11 1
13 15 1
14 15 3
4 3 0
17 7 0
10 11 2
17 8 2
6 13 1
7 10 0
3 3 0
7 6 1
7 13 3
5 7 3
17 6 2
9 12 1
8 12 1
2 3 2
3 4 2
17 1 0
8 6 3
6 2 0
8 1 1
3 15 3
8 10 3
11 2 0
8 8 0
6 12 2
8 3 1
4 13 2
2 2 0
6 3 2
10 12 3
8 14 0
16 4 2
11 1 3
15 4 1
14 9 1
1 13 2
10 2 1
3 9 2
13 13 3
1 12 0
5 2 0
3 11 1
4 6 1
12 13 1
16 3 0
7 14 2
16 14 2
5 3 2
7 15 0
2 6 3
15 9 3
5 8 2
16 15 0
15 3 0
15 5 0
2 11 1
9 2 2
8 13 3
15 10 0
11 13 1
8 2 2
15 2 1
14 8 0
5 13 1
11 11 0
17 9 2
11 14 1
1 8 2
12 11 0
10 4 2
10 6 3
2 13 1
2 10 2
7 9 2
5 12 2
10 15 1
16 9 0
2 12 1
2 4 1
7 3 1
8 11 0
8 5 1
9 5 3
3 13 3
6 7 0
12 8 1
6 15 2
13 14 2
5 15 1
2 7 3
7 2 2
14 13 3
1 5 0
5 1 1
13 3 1
13 1 1
2 1 2
14 3 3
14 2 1
14 1 3
7 1 0
6 1 3
12 7 0
6 10 1
4 5 2
10 13 3
13 6 3
12 10 3
4 2 0
14 4 1
2 5 3
4 10 1
17 10 1
3 5 0
14 7 0
7 12 1
3 10 0
3 6 2
14 14 2
11 4 3
13 4 0
10 5 0
12 9 1
13 9 3
4 9 0
13 2 0
17 3 2
12 4 1
3 2 1
1 4 3
1 15 0
1 11 1
3 7 3
12 1 2
12 2 2
9 8 1
1 14 2
16 7 3
