18 16
17 0 1
0 15 3
0 0 2
17 15 0
17 1 1
11 15 0
14 15 0
6 15 0
12 0 2
9 15 0
1 0 2
17 13 1
0 1 3
3 15 0
1 15 0
17 7 1
5 0 2
17 5 1
0 4 3
7 0 2
17 6 1
2 15 0
0 13 3
15 0 2
16 15 0
0 12 3
13 15 0
17 8 1
17 4 1
15 15 0
10 15 0
16 0 2
0 9 3
0 10 3
5 15 0
0 3 3
0 7 3
7 15 0
14 0 2
17 9 1
12 15 0
17 10 1
3 0 2
11 0 2
0 8 3
17 3 1
4 0 2
17 14 1
8 15 0
17 2 1
0 5 3
2 0 2
0 6 3
4 15 0
0 2 3
0 14 3
17 11 1
0 11 3
17 12 1
6 0 2
10 0 2
13 0 2
8 0 2
9 0 2
5 10 2
2 9 1
8 9 0
8 10 1
3 4 3
6 4 3
2 8 0
16 1 1
11 10 1
11 8 2
7 1 2
4 10 1
5 9 0
12 4 3
9 10 3
7 5 1
4 7 0
12 12 1
12 10 3
1 4 3
14 9 0
14 10 2
8 5 3
16 2 0
11 3 3
7 2 1
16 3 2
3 9 3
11 4 1
1 14 3
1 2 3
16 5 1
9 9 3
5 4 1
11 7 0
8 2 3
10 3 1
16 11 1
2 4 1
13 12 3
4 8 2
5 12 2
5 11 0
15 1 0
6 10 0
9 6 1
9 1 0
2 2 1
14 7 3
11 14 0
8 1 0
6 5 2
9 5 0
3 2 3
13 7 3
3 3 0
8 4 3
2 12 1
12 3 3
7 4 1
6 8 3
15 5 0
9 2 2
10 1 3
3 12 3
12 7 1
8 12 2
1 11 3
7 10 3
6 2 1
8 11 0
3 5 2
11 1 2
5 8 1
15 6 2
15 2 2
6 11 2
10 6 3
10 14 0
1 1 0
2 1 3
15 13 2
14 5 0
13 3 2
13 2 0
10 8 0
12 13 1
5 2 3
1 8 3
4 1 1
11 11 1
12 11 3
3 6 2
3 8 3
4 2 1
7 13 2
7 3 1
7 8 3
9 3 1
15 4 1
14 6 2
13 5 2
6 7 3
14 8 2
16 4 3
13 4 0
7 12 0
10 9 2
2 13 2
5 1 3
15 12 0
13 13 3
5 7 1
8 3 3
14 13 1
12 5 3
12 6 2
4 4 3
16 13 3
12 1 2
14 14 0
11 9 0
6 14 0
14 12 1
2 7 1
7 14 1
14 1 3
11 5 1
8 14 3
13 1 1
3 14 3
12 8 3
9 12 2
2 6 2
8 7 3
4 5 2
11 6 1
6 1 3
7 7 1
3 7 3
14 3 3
9 11 0
2 5 0
12 14 3
2 14 1
10 11 1
9 14 0
16 14 2
13 9 0
6 13 3
10 5 3
4 6 0
15 10 3
7 6 2
16 12 1
10 12 3
13 8 3
15 14 1
5 13 1
2 11 2
5 5 1
1 9 3
10 10 1
7 9 0
10 4 2
3 13 0
14 2 3
2 10 0
13 10 2
1 7 0
11 13 3
10 13 0
11 2 1
12 2 3
7 11 0
8 13 3
9 7 0
16 10 2
12 9 1
4 9 0
1 12 1
9 8 2
16 9 0
3 1 3
5 14 2
4 11 3
1 10 3
16 6 1
5 3 2
11 12 0
6 9 3
4 3 3
1 6 0
8 6 0
2 3 1
6 12 2
3 11 1
9 4 2
1 3 3
14 11 0
9 13 0
15 7 1
1 5 0
6 6 2
1 13 3
4 14 1
16 7 3
4 12 2
13 11 3
5 6 3
10 7 3
15 11 2
4 13 1
10 2 2
15 9 3
8 8 0
13 6 2
6 3 0
16 8 3
15 3 0
15 8 1
3 10 1
13 14 0
14 4 3
